"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","rank"
"GO:0072163","GO:0072163","mesonephric epithelium development",0.0143884892086331,"104/20772",0.0184610038306361,0.140716244998066,0.11640860137805,"ENSG00000145147/ENSG00000164690/ENSG00000103449/ENSG00000104313/ENSG00000185920/ENSG00000114315",6,590
"GO:0072164","GO:0072164","mesonephric tubule development",0.0143884892086331,"104/20772",0.0184610038306361,0.140716244998066,0.11640860137805,"ENSG00000145147/ENSG00000164690/ENSG00000103449/ENSG00000104313/ENSG00000185920/ENSG00000114315",6,591
"GO:0033628","GO:0033628","regulation of cell adhesion mediated by integrin",0.00959232613908873,"51/20772",0.0190548684960487,0.144685335451764,0.119692062136005,"ENSG00000103335/ENSG00000169242/ENSG00000111679/ENSG00000101311",4,1022
"GO:0051489","GO:0051489","regulation of filopodium assembly",0.00959232613908873,"51/20772",0.0190548684960487,0.144685335451764,0.119692062136005,"ENSG00000133216/ENSG00000127328/ENSG00000119328/ENSG00000099250",4,1023
"GO:0021510","GO:0021510","spinal cord development",0.0143884892086331,"105/20772",0.019260160826978,0.145313941098524,0.120212081016261,"ENSG00000164690/ENSG00000185920/ENSG00000090539/ENSG00000187240/ENSG00000124766/ENSG00000204852",6,592
"GO:0050795","GO:0050795","regulation of behavior",0.0119904076738609,"77/20772",0.0193408657949083,0.145313941098524,0.120212081016261,"ENSG00000135312/ENSG00000133216/ENSG00000110492/ENSG00000119508/ENSG00000179546",5,768
"GO:0003183","GO:0003183","mitral valve morphogenesis",0.00479616306954436,"11/20772",0.0196151780957057,0.145313941098524,0.120212081016261,"ENSG00000169242/ENSG00000124766",2,1736
"GO:0003263","GO:0003263","cardioblast proliferation",0.00479616306954436,"11/20772",0.0196151780957057,0.145313941098524,0.120212081016261,"ENSG00000104313/ENSG00000114315",2,1737
"GO:0003264","GO:0003264","regulation of cardioblast proliferation",0.00479616306954436,"11/20772",0.0196151780957057,0.145313941098524,0.120212081016261,"ENSG00000104313/ENSG00000114315",2,1738
"GO:0033625","GO:0033625","positive regulation of integrin activation",0.00479616306954436,"11/20772",0.0196151780957057,0.145313941098524,0.120212081016261,"ENSG00000103335/ENSG00000101311",2,1739
"GO:0042118","GO:0042118","endothelial cell activation",0.00479616306954436,"11/20772",0.0196151780957057,0.145313941098524,0.120212081016261,"ENSG00000114861/ENSG00000169245",2,1740
"GO:0044848","GO:0044848","biological phase",0.00479616306954436,"11/20772",0.0196151780957057,0.145313941098524,0.120212081016261,"ENSG00000101311/ENSG00000114251",2,1741
"GO:0048755","GO:0048755","branching morphogenesis of a nerve",0.00479616306954436,"11/20772",0.0196151780957057,0.145313941098524,0.120212081016261,"ENSG00000188906/ENSG00000115310",2,1742
"GO:0060068","GO:0060068","vagina development",0.00479616306954436,"11/20772",0.0196151780957057,0.145313941098524,0.120212081016261,"ENSG00000092445/ENSG00000114251",2,1743
"GO:0060159","GO:0060159","regulation of dopamine receptor signaling pathway",0.00479616306954436,"11/20772",0.0196151780957057,0.145313941098524,0.120212081016261,"ENSG00000188906/ENSG00000117152",2,1744
"GO:0060768","GO:0060768","regulation of epithelial cell proliferation involved in prostate gland development",0.00479616306954436,"11/20772",0.0196151780957057,0.145313941098524,0.120212081016261,"ENSG00000132386/ENSG00000164690",2,1745
"GO:0061140","GO:0061140","lung secretory cell differentiation",0.00479616306954436,"11/20772",0.0196151780957057,0.145313941098524,0.120212081016261,"ENSG00000070193/ENSG00000136352",2,1746
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium",0.0191846522781775,"167/20772",0.0197892557148464,0.145811761682663,0.120623906942525,"ENSG00000169641/ENSG00000164690/ENSG00000070193/ENSG00000185920/ENSG00000114251/ENSG00000124766/ENSG00000204852/ENSG00000075275",8,372
"GO:0003156","GO:0003156","regulation of animal organ formation",0.00719424460431655,"29/20772",0.0199403850026088,0.145811761682663,0.120623906942525,"ENSG00000164690/ENSG00000070193/ENSG00000114251",3,1329
"GO:0003401","GO:0003401","axis elongation",0.00719424460431655,"29/20772",0.0199403850026088,0.145811761682663,0.120623906942525,"ENSG00000164690/ENSG00000070193/ENSG00000114251",3,1330
"GO:0007205","GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway",0.00719424460431655,"29/20772",0.0199403850026088,0.145811761682663,0.120623906942525,"ENSG00000157680/ENSG00000135312/ENSG00000274588",3,1331
"GO:0051956","GO:0051956","negative regulation of amino acid transport",0.00719424460431655,"29/20772",0.0199403850026088,0.145811761682663,0.120623906942525,"ENSG00000116741/ENSG00000135312/ENSG00000117152",3,1332
"GO:0060445","GO:0060445","branching involved in salivary gland morphogenesis",0.00719424460431655,"29/20772",0.0199403850026088,0.145811761682663,0.120623906942525,"ENSG00000164690/ENSG00000070193/ENSG00000099250",3,1333
"GO:1903319","GO:1903319","positive regulation of protein maturation",0.00719424460431655,"29/20772",0.0199403850026088,0.145811761682663,0.120623906942525,"ENSG00000262655/ENSG00000124766/ENSG00000112208",3,1334
"GO:0031099","GO:0031099","regeneration",0.0215827338129496,"200/20772",0.0200485841876643,0.146161828248547,0.120913502215085,"ENSG00000111087/ENSG00000146678/ENSG00000134986/ENSG00000070193/ENSG00000185920/ENSG00000177169/ENSG00000110492/ENSG00000119508/ENSG00000116132",9,287
"GO:0033002","GO:0033002","muscle cell proliferation",0.026378896882494,"268/20772",0.0200621518551468,0.146161828248547,0.120913502215085,"ENSG00000172638/ENSG00000148737/ENSG00000111087/ENSG00000114861/ENSG00000170962/ENSG00000164690/ENSG00000181744/ENSG00000135312/ENSG00000119508/ENSG00000185532/ENSG00000149256",11,195
"GO:0048705","GO:0048705","skeletal system morphogenesis",0.0239808153477218,"234/20772",0.0202777293127378,0.146273624005394,0.121005986119092,"ENSG00000164946/ENSG00000164161/ENSG00000124813/ENSG00000104313/ENSG00000068885/ENSG00000182704/ENSG00000152582/ENSG00000133937/ENSG00000116132/ENSG00000134853",10,236
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration",0.00959232613908873,"52/20772",0.0203250459617056,0.146273624005394,0.121005986119092,"ENSG00000170962/ENSG00000110492/ENSG00000119508/ENSG00000099250",4,1024
"GO:0030501","GO:0030501","positive regulation of bone mineralization",0.00959232613908873,"52/20772",0.0203250459617056,0.146273624005394,0.121005986119092,"ENSG00000186350/ENSG00000162878/ENSG00000183023/ENSG00000046653",4,1025
"GO:0060251","GO:0060251","regulation of glial cell proliferation",0.00959232613908873,"52/20772",0.0203250459617056,0.146273624005394,0.121005986119092,"ENSG00000164690/ENSG00000065320/ENSG00000114315/ENSG00000100697",4,1026
"GO:0060443","GO:0060443","mammary gland morphogenesis",0.00959232613908873,"52/20772",0.0203250459617056,0.146273624005394,0.121005986119092,"ENSG00000065320/ENSG00000070193/ENSG00000185920/ENSG00000114251",4,1027
"GO:0090102","GO:0090102","cochlea development",0.00959232613908873,"52/20772",0.0203250459617056,0.146273624005394,0.121005986119092,"ENSG00000104313/ENSG00000114315/ENSG00000162998/ENSG00000114251",4,1028
"GO:0061180","GO:0061180","mammary gland epithelium development",0.0119904076738609,"78/20772",0.020336322852115,0.146273624005394,0.121005986119092,"ENSG00000065320/ENSG00000070193/ENSG00000185920/ENSG00000115310/ENSG00000114251",5,769
"GO:0006979","GO:0006979","response to oxidative stress",0.0407673860911271,"491/20772",0.0214519677072507,0.154018120235724,0.127412680488762,"ENSG00000110931/ENSG00000114861/ENSG00000170962/ENSG00000088836/ENSG00000188906/ENSG00000182150/ENSG00000001084/ENSG00000274588/ENSG00000184304/ENSG00000105976/ENSG00000183023/ENSG00000112981/ENSG00000119508/ENSG00000008394/ENSG00000151617/ENSG00000134853/ENSG00000106688",17,59
"GO:0051209","GO:0051209","release of sequestered calcium ion into cytosol",0.0167865707434053,"138/20772",0.0215420635526605,0.154384788794067,0.127716009887913,"ENSG00000138193/ENSG00000111679/ENSG00000169245/ENSG00000150995/ENSG00000184304/ENSG00000183023/ENSG00000154127",7,466
"GO:0035148","GO:0035148","tube formation",0.0191846522781775,"170/20772",0.0217523103360116,0.155068930019134,0.1282819710046,"ENSG00000169641/ENSG00000164690/ENSG00000070193/ENSG00000185920/ENSG00000114251/ENSG00000124766/ENSG00000204852/ENSG00000075275",8,373
"GO:0036473","GO:0036473","cell death in response to oxidative stress",0.0143884892086331,"108/20772",0.0217983593647451,0.155068930019134,0.1282819710046,"ENSG00000114861/ENSG00000188906/ENSG00000105976/ENSG00000112981/ENSG00000119508/ENSG00000106688",6,593
"GO:0003209","GO:0003209","cardiac atrium morphogenesis",0.00719424460431655,"30/20772",0.0218335171943018,0.155068930019134,0.1282819710046,"ENSG00000114251/ENSG00000124766/ENSG00000173706",3,1335
"GO:0021952","GO:0021952","central nervous system projection neuron axonogenesis",0.00719424460431655,"30/20772",0.0218335171943018,0.155068930019134,0.1282819710046,"ENSG00000145147/ENSG00000182704/ENSG00000133216",3,1336
"GO:1902883","GO:1902883","negative regulation of response to oxidative stress",0.00719424460431655,"30/20772",0.0218335171943018,0.155068930019134,0.1282819710046,"ENSG00000188906/ENSG00000105976/ENSG00000119508",3,1337
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion",0.0167865707434053,"139/20772",0.022308130557956,0.158155850335617,0.130835649697577,"ENSG00000138193/ENSG00000111679/ENSG00000169245/ENSG00000150995/ENSG00000184304/ENSG00000183023/ENSG00000154127",7,467
"GO:0048644","GO:0048644","muscle organ morphogenesis",0.0119904076738609,"80/20772",0.0224263535876173,0.158440440262067,0.131071078914046,"ENSG00000172638/ENSG00000133937/ENSG00000114251/ENSG00000151617/ENSG00000173706",5,770
"GO:0003015","GO:0003015","heart process",0.026378896882494,"273/20772",0.0226210841951479,0.158440440262067,0.131071078914046,"ENSG00000116741/ENSG00000124205/ENSG00000134716/ENSG00000117152/ENSG00000248329/ENSG00000183023/ENSG00000151090/ENSG00000108984/ENSG00000152642/ENSG00000151617/ENSG00000106688",11,196
"GO:0014909","GO:0014909","smooth muscle cell migration",0.0143884892086331,"109/20772",0.0226922378205399,0.158440440262067,0.131071078914046,"ENSG00000145147/ENSG00000170962/ENSG00000110492/ENSG00000119508/ENSG00000185532/ENSG00000099250",6,594
"GO:0048013","GO:0048013","ephrin receptor signaling pathway",0.00959232613908873,"54/20772",0.0230185482500834,0.158440440262067,0.131071078914046,"ENSG00000185046/ENSG00000169242/ENSG00000133216/ENSG00000064999",4,1029
"GO:0042593","GO:0042593","glucose homeostasis",0.026378896882494,"274/20772",0.0231602920648043,0.158440440262067,0.131071078914046,"ENSG00000181722/ENSG00000125798/ENSG00000132386/ENSG00000129514/ENSG00000148737/ENSG00000185920/ENSG00000152556/ENSG00000164687/ENSG00000001084/ENSG00000124766/ENSG00000155897",11,197
"GO:0001553","GO:0001553","luteinization",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000122641/ENSG00000134853",2,1747
"GO:0003174","GO:0003174","mitral valve development",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000169242/ENSG00000124766",2,1748
"GO:0006971","GO:0006971","hypotonic response",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000198648/ENSG00000088836",2,1749
"GO:0021936","GO:0021936","regulation of cerebellar granule cell precursor proliferation",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000111087/ENSG00000164690",2,1750
"GO:0033083","GO:0033083","regulation of immature T cell proliferation",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000164690/ENSG00000141736",2,1751
"GO:0033084","GO:0033084","regulation of immature T cell proliferation in thymus",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000164690/ENSG00000141736",2,1752
"GO:0033327","GO:0033327","Leydig cell differentiation",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000136352/ENSG00000134853",2,1753
"GO:0060664","GO:0060664","epithelial cell proliferation involved in salivary gland morphogenesis",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000164690/ENSG00000070193",2,1754
"GO:0060767","GO:0060767","epithelial cell proliferation involved in prostate gland development",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000132386/ENSG00000164690",2,1755
"GO:0072205","GO:0072205","metanephric collecting duct development",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000164690/ENSG00000185920",2,1756
"GO:0090009","GO:0090009","primitive streak formation",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000125798/ENSG00000114251",2,1757
"GO:0090331","GO:0090331","negative regulation of platelet aggregation",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000185532/ENSG00000154127",2,1758
"GO:0097105","GO:0097105","presynaptic membrane assembly",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000165246/ENSG00000196338",2,1759
"GO:0150065","GO:0150065","regulation of deacetylase activity",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000188906/ENSG00000184304",2,1760
"GO:1902667","GO:1902667","regulation of axon guidance",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000145147/ENSG00000099250",2,1761
"GO:1903867","GO:1903867","extraembryonic membrane development",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000163251/ENSG00000129173",2,1762
"GO:1904338","GO:1904338","regulation of dopaminergic neuron differentiation",0.00479616306954436,"12/20772",0.0232293870960564,0.158440440262067,0.131071078914046,"ENSG00000129514/ENSG00000164690",2,1763
"GO:0048638","GO:0048638","regulation of developmental growth",0.0311750599520384,"346/20772",0.023287294033764,0.158562022715267,0.131171658938259,"ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000111087/ENSG00000114861/ENSG00000065320/ENSG00000185033/ENSG00000185920/ENSG00000115310/ENSG00000177169/ENSG00000117152/ENSG00000114251/ENSG00000099250",13,134
"GO:0006635","GO:0006635","fatty acid beta-oxidation",0.0119904076738609,"81/20772",0.0235216340915268,0.159686139796805,0.132101593483122,"ENSG00000164039/ENSG00000103150/ENSG00000104325/ENSG00000093144/ENSG00000128928",5,771
"GO:0033500","GO:0033500","carbohydrate homeostasis",0.026378896882494,"275/20772",0.0237088399419244,0.159686139796805,0.132101593483122,"ENSG00000181722/ENSG00000125798/ENSG00000132386/ENSG00000129514/ENSG00000148737/ENSG00000185920/ENSG00000152556/ENSG00000164687/ENSG00000001084/ENSG00000124766/ENSG00000155897",11,198
"GO:0010996","GO:0010996","response to auditory stimulus",0.00719424460431655,"31/20772",0.0238213881390068,0.159686139796805,0.132101593483122,"ENSG00000169245/ENSG00000110492/ENSG00000145390",3,1338
"GO:0035335","GO:0035335","peptidyl-tyrosine dephosphorylation",0.00719424460431655,"31/20772",0.0238213881390068,0.159686139796805,0.132101593483122,"ENSG00000111679/ENSG00000163629/ENSG00000154127",3,1339
"GO:0035767","GO:0035767","endothelial cell chemotaxis",0.00719424460431655,"31/20772",0.0238213881390068,0.159686139796805,0.132101593483122,"ENSG00000184304/ENSG00000105976/ENSG00000099250",3,1340
"GO:0055022","GO:0055022","negative regulation of cardiac muscle tissue growth",0.00719424460431655,"31/20772",0.0238213881390068,0.159686139796805,0.132101593483122,"ENSG00000116741/ENSG00000114861/ENSG00000117152",3,1341
"GO:0061117","GO:0061117","negative regulation of heart growth",0.00719424460431655,"31/20772",0.0238213881390068,0.159686139796805,0.132101593483122,"ENSG00000116741/ENSG00000114861/ENSG00000117152",3,1342
"GO:1901623","GO:1901623","regulation of lymphocyte chemotaxis",0.00719424460431655,"31/20772",0.0238213881390068,0.159686139796805,0.132101593483122,"ENSG00000198648/ENSG00000169245/ENSG00000114251",3,1343
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly",0.0383693045563549,"459/20772",0.023833058267695,0.159686139796805,0.132101593483122,"ENSG00000145147/ENSG00000103335/ENSG00000117632/ENSG00000116329/ENSG00000114315/ENSG00000177169/ENSG00000101311/ENSG00000204104/ENSG00000184304/ENSG00000105976/ENSG00000088727/ENSG00000150054/ENSG00000269113/ENSG00000107104/ENSG00000119328/ENSG00000137343",16,81
"GO:0007266","GO:0007266","Rho protein signal transduction",0.0167865707434053,"141/20772",0.0238964091910285,0.159686139796805,0.132101593483122,"ENSG00000117632/ENSG00000065320/ENSG00000105976/ENSG00000107104/ENSG00000099250/ENSG00000173706/ENSG00000075275",7,468
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion",0.0167865707434053,"141/20772",0.0238964091910285,0.159686139796805,0.132101593483122,"ENSG00000138193/ENSG00000111679/ENSG00000169245/ENSG00000150995/ENSG00000184304/ENSG00000183023/ENSG00000154127",7,469
"GO:0006486","GO:0006486","protein glycosylation",0.0239808153477218,"241/20772",0.0242632034790112,0.161591301284459,0.133677653050232,"ENSG00000100626/ENSG00000169255/ENSG00000187605/ENSG00000160408/ENSG00000179104/ENSG00000184005/ENSG00000064225/ENSG00000119523/ENSG00000163389/ENSG00000110917",10,237
"GO:0043413","GO:0043413","macromolecule glycosylation",0.0239808153477218,"241/20772",0.0242632034790112,0.161591301284459,0.133677653050232,"ENSG00000100626/ENSG00000169255/ENSG00000187605/ENSG00000160408/ENSG00000179104/ENSG00000184005/ENSG00000064225/ENSG00000119523/ENSG00000163389/ENSG00000110917",10,238
"GO:0048534","GO:0048534","hematopoietic or lymphoid organ development",0.0143884892086331,"111/20772",0.0245532655036313,0.16270137074098,0.134595966588715,"ENSG00000178919/ENSG00000164690/ENSG00000070193/ENSG00000164093/ENSG00000114315/ENSG00000127152",6,595
"GO:0071868","GO:0071868","cellular response to monoamine stimulus",0.0143884892086331,"111/20772",0.0245532655036313,0.16270137074098,0.134595966588715,"ENSG00000188906/ENSG00000135312/ENSG00000117152/ENSG00000119508/ENSG00000179546/ENSG00000106688",6,596
"GO:0071870","GO:0071870","cellular response to catecholamine stimulus",0.0143884892086331,"111/20772",0.0245532655036313,0.16270137074098,0.134595966588715,"ENSG00000188906/ENSG00000135312/ENSG00000117152/ENSG00000119508/ENSG00000179546/ENSG00000106688",6,597
"GO:0042310","GO:0042310","vasoconstriction",0.0119904076738609,"82/20772",0.0246508700667902,0.162802741209052,0.134679826091996,"ENSG00000124205/ENSG00000135312/ENSG00000183023/ENSG00000179546/ENSG00000151617",5,772
"GO:0072078","GO:0072078","nephron tubule morphogenesis",0.0119904076738609,"82/20772",0.0246508700667902,0.162802741209052,0.134679826091996,"ENSG00000164690/ENSG00000103449/ENSG00000104313/ENSG00000185920/ENSG00000114315",5,773
"GO:0070830","GO:0070830","bicellular tight junction assembly",0.0119904076738609,"83/20772",0.0258143759489356,0.170042808773822,0.140669227948969,"ENSG00000164007/ENSG00000163251/ENSG00000131477/ENSG00000253958/ENSG00000150054",5,774
"GO:0060674","GO:0060674","placenta blood vessel development",0.00719424460431655,"32/20772",0.0259039383327486,0.170042808773822,0.140669227948969,"ENSG00000163251/ENSG00000114315/ENSG00000248329",3,1344
"GO:0009948","GO:0009948","anterior/posterior axis specification",0.00959232613908873,"56/20772",0.0259190631169401,0.170042808773822,0.140669227948969,"ENSG00000125798/ENSG00000163251/ENSG00000164690/ENSG00000114251",4,1030
"GO:1903202","GO:1903202","negative regulation of oxidative stress-induced cell death",0.00959232613908873,"56/20772",0.0259190631169401,0.170042808773822,0.140669227948969,"ENSG00000188906/ENSG00000105976/ENSG00000112981/ENSG00000119508",4,1031
"GO:0009749","GO:0009749","response to glucose",0.0215827338129496,"210/20772",0.0264363621234566,0.172594629903301,0.142780241703306,"ENSG00000181722/ENSG00000125798/ENSG00000132386/ENSG00000148737/ENSG00000001084/ENSG00000183023/ENSG00000010310/ENSG00000124766/ENSG00000155897",9,288
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway",0.0143884892086331,"113/20772",0.0265136160456652,0.172594629903301,0.142780241703306,"ENSG00000188906/ENSG00000070193/ENSG00000187123/ENSG00000124766/ENSG00000187147/ENSG00000107104",6,598
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol",0.0119904076738609,"84/20772",0.0270124503418575,0.172594629903301,0.142780241703306,"ENSG00000111679/ENSG00000169245/ENSG00000184304/ENSG00000183023/ENSG00000154127",5,775
"GO:0072088","GO:0072088","nephron epithelium morphogenesis",0.0119904076738609,"84/20772",0.0270124503418575,0.172594629903301,0.142780241703306,"ENSG00000164690/ENSG00000103449/ENSG00000104313/ENSG00000185920/ENSG00000114315",5,776
"GO:1903317","GO:1903317","regulation of protein maturation",0.0119904076738609,"84/20772",0.0270124503418575,0.172594629903301,0.142780241703306,"ENSG00000188906/ENSG00000262655/ENSG00000124766/ENSG00000006042/ENSG00000112208",5,777
"GO:0002328","GO:0002328","pro-B cell differentiation",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000114315/ENSG00000124766",2,1764
"GO:0003353","GO:0003353","positive regulation of cilium movement",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000105792/ENSG00000170703",2,1765
"GO:0007501","GO:0007501","mesodermal cell fate specification",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000104313/ENSG00000064655",2,1766
"GO:0018095","GO:0018095","protein polyglutamylation",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000170703/ENSG00000131044",2,1767
"GO:0021978","GO:0021978","telencephalon regionalization",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000164690/ENSG00000138083",2,1768
"GO:0031293","GO:0031293","membrane protein intracellular domain proteolysis",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000140943/ENSG00000138600",2,1769
"GO:0033079","GO:0033079","immature T cell proliferation",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000164690/ENSG00000141736",2,1770
"GO:0033080","GO:0033080","immature T cell proliferation in thymus",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000164690/ENSG00000141736",2,1771
"GO:0038003","GO:0038003","G protein-coupled opioid receptor signaling pathway",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000116329/ENSG00000155897",2,1772
"GO:0042559","GO:0042559","pteridine-containing compound biosynthetic process",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000116096/ENSG00000178700",2,1773
"GO:0060287","GO:0060287","epithelial cilium movement involved in determination of left/right asymmetry",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000129295/ENSG00000154099",2,1774
"GO:0070493","GO:0070493","thrombin-activated receptor signaling pathway",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000117632/ENSG00000105976",2,1775
"GO:0097090","GO:0097090","presynaptic membrane organization",0.00479616306954436,"13/20772",0.0270933430662159,0.172594629903301,0.142780241703306,"ENSG00000165246/ENSG00000196338",2,1776
"GO:0051208","GO:0051208","sequestering of calcium ion",0.0167865707434053,"145/20772",0.0273028503924583,0.173649640116664,0.143653007057291,"ENSG00000138193/ENSG00000111679/ENSG00000169245/ENSG00000150995/ENSG00000184304/ENSG00000183023/ENSG00000154127",7,470
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation",0.00959232613908873,"57/20772",0.02744785526933,0.174264142624702,0.144161359007024,"ENSG00000115380/ENSG00000124813/ENSG00000162878/ENSG00000110492",4,1032
"GO:0071867","GO:0071867","response to monoamine",0.0143884892086331,"114/20772",0.0275316201062787,0.174264142624702,0.144161359007024,"ENSG00000188906/ENSG00000135312/ENSG00000117152/ENSG00000119508/ENSG00000179546/ENSG00000106688",6,599
"GO:0071869","GO:0071869","response to catecholamine",0.0143884892086331,"114/20772",0.0275316201062787,0.174264142624702,0.144161359007024,"ENSG00000188906/ENSG00000135312/ENSG00000117152/ENSG00000119508/ENSG00000179546/ENSG00000106688",6,600
"GO:0007626","GO:0007626","locomotory behavior",0.0215827338129496,"212/20772",0.0278686586122372,0.176051298504222,0.145639797522651,"ENSG00000064393/ENSG00000125798/ENSG00000036672/ENSG00000188906/ENSG00000116329/ENSG00000136352/ENSG00000172260/ENSG00000155897/ENSG00000106688",9,289
"GO:0006346","GO:0006346","DNA methylation-dependent heterochromatin formation",0.00719424460431655,"33/20772",0.028080983153732,0.176051298504222,0.145639797522651,"ENSG00000174718/ENSG00000133863/ENSG00000198945",3,1345
"GO:0010818","GO:0010818","T cell chemotaxis",0.00719424460431655,"33/20772",0.028080983153732,0.176051298504222,0.145639797522651,"ENSG00000198648/ENSG00000169245/ENSG00000114251",3,1346
"GO:0031069","GO:0031069","hair follicle morphogenesis",0.00719424460431655,"33/20772",0.028080983153732,0.176051298504222,0.145639797522651,"ENSG00000178919/ENSG00000164690/ENSG00000070193",3,1347
"GO:0060295","GO:0060295","regulation of cilium movement involved in cell motility",0.00719424460431655,"33/20772",0.028080983153732,0.176051298504222,0.145639797522651,"ENSG00000105792/ENSG00000170703/ENSG00000088727",3,1348
"GO:1902019","GO:1902019","regulation of cilium-dependent cell motility",0.00719424460431655,"33/20772",0.028080983153732,0.176051298504222,0.145639797522651,"ENSG00000105792/ENSG00000170703/ENSG00000088727",3,1349
"GO:0070227","GO:0070227","lymphocyte apoptotic process",0.0119904076738609,"85/20772",0.0282453759127406,0.176683812255293,0.146163049412407,"ENSG00000157514/ENSG00000114861/ENSG00000169242/ENSG00000114251/ENSG00000127152",5,778
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade",0.0335731414868106,"393/20772",0.0283041848601282,0.176683812255293,0.146163049412407,"ENSG00000145431/ENSG00000092421/ENSG00000077942/ENSG00000072133/ENSG00000170962/ENSG00000122641/ENSG00000070193/ENSG00000111679/ENSG00000133216/ENSG00000141736/ENSG00000170820/ENSG00000248329/ENSG00000134853/ENSG00000099250",14,117
"GO:0042391","GO:0042391","regulation of membrane potential",0.0383693045563549,"469/20772",0.0283158586880323,0.176683812255293,0.146163049412407,"ENSG00000164007/ENSG00000103335/ENSG00000088836/ENSG00000188906/ENSG00000163377/ENSG00000144847/ENSG00000152315/ENSG00000116329/ENSG00000196338/ENSG00000001084/ENSG00000182255/ENSG00000117152/ENSG00000183023/ENSG00000152642/ENSG00000138435/ENSG00000145390",16,82
"GO:0009100","GO:0009100","glycoprotein metabolic process",0.0359712230215827,"431/20772",0.0284183483872673,0.177044072787448,0.146461077722361,"ENSG00000100626/ENSG00000169255/ENSG00000187605/ENSG00000148737/ENSG00000170891/ENSG00000160408/ENSG00000162694/ENSG00000188505/ENSG00000179104/ENSG00000154080/ENSG00000184005/ENSG00000064225/ENSG00000119523/ENSG00000163389/ENSG00000110917",15,99
"GO:0001841","GO:0001841","neural tube formation",0.0143884892086331,"115/20772",0.028575138896137,0.177461930099086,0.146806753413352,"ENSG00000169641/ENSG00000185920/ENSG00000114251/ENSG00000124766/ENSG00000204852/ENSG00000075275",6,601
"GO:0019395","GO:0019395","fatty acid oxidation",0.0143884892086331,"115/20772",0.028575138896137,0.177461930099086,0.146806753413352,"ENSG00000164039/ENSG00000103150/ENSG00000119508/ENSG00000104325/ENSG00000093144/ENSG00000128928",6,602
