,gene1,gene2,combined_score,type,known,degree,betweenness,isSHH
398,SHB,DOCK1,0.522,positive,unknown,1,1481.65004581384,no
399,SHH,SFRP1,0.577,positive,known,24,5702.13496272092,SHH
400,SHH,GLI1,0.979,positive,known,24,5702.13496272092,SHH
401,SHH,ASCL1,0.658,positive,known,24,5702.13496272092,SHH
402,SHH,GRIA4,0.412,positive,known,24,5702.13496272092,SHH
403,SHH,KIT,0.464,positive,known,24,5702.13496272092,SHH
404,SHH,FRZB,0.438,positive,known,24,5702.13496272092,SHH
405,SHH,STK36,0.663,positive,known,24,5702.13496272092,SHH
406,SHH,DKK3,0.403,positive,known,24,5702.13496272092,SHH
407,SHH,FGF12,0.408,positive,known,24,5702.13496272092,SHH
408,SHH,LRP4,0.414,positive,known,24,5702.13496272092,SHH
409,SHH,TGFBR1,0.43,positive,known,24,5702.13496272092,SHH
410,SHH,IGF1R,0.431,positive,known,24,5702.13496272092,SHH
411,SHH,HEY1,0.445,positive,known,24,5702.13496272092,SHH
412,SHH,DCX,0.453,positive,known,24,5702.13496272092,SHH
413,SHH,NCAM1,0.467,positive,known,24,5702.13496272092,SHH
414,SHH,CXCR4,0.506,positive,known,24,5702.13496272092,SHH
415,SHH,ULK3,0.55,positive,known,24,5702.13496272092,SHH
416,SHH,FGFR3,0.633,positive,known,24,5702.13496272092,SHH
417,SHH,RUNX2,0.659,positive,known,24,5702.13496272092,SHH
418,SHH,NKX2-1,0.689,positive,known,24,5702.13496272092,SHH
419,SHH,NES,0.703,positive,known,24,5702.13496272092,SHH
420,SHH,NKX2-2,0.821,positive,known,24,5702.13496272092,SHH
421,SHH,FOXA2,0.956,positive,known,24,5702.13496272092,SHH
422,SHH,PTCH1,0.999,positive,known,24,5702.13496272092,SHH
423,SHISAL1,CYYR1,0.502,positive,unknown,1,0,no
424,SLC20A2,MYORG,0.814,positive,unknown,2,616.213370947184,no
425,SLC20A2,RUNX2,0.432,positive,unknown,2,616.213370947184,no
426,SLIT1,NES,0.515,positive,unknown,1,286.451964438934,no
427,SMAD7,GLI1,0.577,positive,unknown,6,153.375334155953,no
428,SMAD7,IGF1R,0.418,positive,unknown,6,153.375334155953,no
429,SMAD7,RUNX2,0.819,positive,unknown,6,153.375334155953,no
430,SMAD7,ACVR2B,0.829,positive,unknown,6,153.375334155953,no
431,SMAD7,BMPR2,0.884,positive,unknown,6,153.375334155953,no
432,SMAD7,TGFBR1,0.999,positive,unknown,6,153.375334155953,no
433,SOWAHC,STOM,0.402,positive,unknown,3,156.293112954917,no
434,SOWAHC,BASP1,0.411,positive,unknown,3,156.293112954917,no
435,SOWAHC,DCAF7,0.473,positive,unknown,3,156.293112954917,no
436,SOX5,RUNX2,0.596,positive,unknown,2,509.756185562219,no
437,SOX5,FOXB1,0.441,positive,unknown,2,509.756185562219,no
438,SPON1,LRP4,0.503,positive,unknown,1,259.037947008722,no
439,SRSF6,QKI,0.469,positive,unknown,2,0,no
440,SRSF6,NOVA1,0.548,positive,unknown,2,0,no
441,SSPN,EMD,0.472,positive,unknown,1,58.2597883270012,no
442,ST8SIA1,NMD3,0.617,positive,unknown,1,0,no
443,STK36,GLI1,0.966,positive,unknown,3,0,no
444,STK36,PTCH1,0.652,positive,unknown,3,0,no
445,STK36,SHH,0.663,positive,unknown,3,0,no
446,STOM,SOWAHC,0.402,positive,unknown,2,584.390128748669,no
447,STOM,ZNF362,0.41,positive,unknown,2,584.390128748669,no
448,SYNDIG1,GRIA4,0.59,positive,unknown,1,0,no
449,TET3,KIT,0.475,positive,unknown,2,0,no
450,TET3,IDH1,0.51,positive,unknown,2,0,no
451,TEX15,NPTX2,0.429,positive,unknown,1,0,no
452,TGFBR1,SMAD7,0.999,positive,unknown,8,1306.11748305388,no
453,TGFBR1,KIT,0.4,positive,unknown,8,1306.11748305388,no
454,TGFBR1,SHH,0.43,positive,unknown,8,1306.11748305388,no
455,TGFBR1,ACVR2B,0.999,positive,unknown,8,1306.11748305388,no
456,TGFBR1,RUNX2,0.675,positive,unknown,8,1306.11748305388,no
457,TGFBR1,BMPR2,0.722,positive,unknown,8,1306.11748305388,no
458,TGFBR1,CXCR4,0.581,positive,unknown,8,1306.11748305388,no
459,TGFBR1,ERCC6L2,0.422,positive,unknown,8,1306.11748305388,no
460,TLE2,APC,0.526,positive,unknown,2,528.065518715134,no
461,TLE2,NLGN3,0.495,positive,unknown,2,528.065518715134,no
462,TMEM98,MYRF,0.759,positive,unknown,1,26.829258931967,no
463,TNRC6B,ABCA1,0.521,positive,unknown,2,518.660813396104,no
464,TNRC6B,RXRA,0.516,positive,unknown,2,518.660813396104,no
465,ULK1,FOXO1,0.464,positive,unknown,3,528.522032821524,no
466,ULK1,DYNLL2,0.529,positive,unknown,3,528.522032821524,no
467,ULK1,RRAGD,0.649,positive,unknown,3,528.522032821524,no
468,ULK3,GLI1,0.84,positive,unknown,2,400.529417138241,no
469,ULK3,SHH,0.55,positive,unknown,2,400.529417138241,no
470,UPF3A,PNRC2,0.784,positive,unknown,1,735.083333333333,no
471,ZNF362,STOM,0.41,positive,unknown,2,10.3763130924364,no
472,ZNF362,LIN28A,0.546,positive,unknown,2,10.3763130924364,no
