"","HvsN_padj","HvsN_log2FoldChange","HvsL_padj","HvsL_log2FoldChange","LvsN_padj","LvsN_log2FoldChange","cyclo_padj","cyclo_log2FoldChange","HvsN_thr","HvsL_thr","LvsN_thr","cyclo_thr","WGCNA","cluster","sub_cluster","genes"
"ENSG00000151150",0.419316082319472,0.0953988304893192,0.523770531469582,0.0969520541393675,0.992325567160692,-0.00155322365004832,0.0552514406008506,0.198676018063002,FALSE,FALSE,FALSE,FALSE,"yes","2","5","ANK3"
"ENSG00000151151",0.838388482311223,-0.06333869906094,0.417430088053511,-0.218758704986292,0.518975035578519,0.155420005925352,0.617362141733236,-0.162505358201795,FALSE,FALSE,FALSE,FALSE,"no","no","no","IPMK"
"ENSG00000151164",NA,0.215333885400893,NA,-0.0497160866903581,NA,0.265049972091251,0.800721623730635,0.356374487074333,FALSE,FALSE,FALSE,FALSE,"no","no","no","RAD9B"
"ENSG00000151176",0.965727957149798,-0.0111590750765715,0.818885597748455,-0.0663864872775953,0.774602207181205,0.0552274122010239,0.918014483678397,-0.0294529986625653,FALSE,FALSE,FALSE,FALSE,"no","no","no","PLBD2"
"ENSG00000151224",0.261743648103568,1.13042567343127,NA,-0.256079814719516,NA,1.38650548815079,0.7731706875427,0.412888554718455,FALSE,FALSE,NA,FALSE,"no","no","no","MAT1A"
"ENSG00000151229",0.76750402786171,-0.0787002976932778,0.888904416680505,-0.0623969167043395,0.954024353375762,-0.0163033809889383,0.510241793548625,-0.177873077543023,FALSE,FALSE,FALSE,FALSE,"no","no","no","SLC2A13"
"ENSG00000151233",0.00344434358642839,0.326291411455295,0.431824006855521,0.135623623709267,0.147046435400365,0.190667787746029,0.0246473550739591,0.296696213845328,FALSE,FALSE,FALSE,FALSE,"yes","2","2","GXYLT1"
"ENSG00000151239",0.803655301870539,-0.0597463555548434,0.794125759855414,-0.0881261509799689,0.911304643282544,0.0283797954251255,0.890320733557377,-0.0446724266190137,FALSE,FALSE,FALSE,FALSE,"no","no","no","TWF1"
"ENSG00000151240",0.748244083265525,-0.0538141331366465,0.988804589423599,-0.0047524272897912,0.767491323613866,-0.0490617058468553,0.801789405070178,0.0546690052354751,FALSE,FALSE,FALSE,FALSE,"no","no","no","DIP2C"
"ENSG00000151247",0.336679584165916,-0.112331255366012,0.819530988339584,-0.0521434030752682,0.664883350506136,-0.0601878522907434,0.426447848153556,-0.118029822367182,FALSE,FALSE,FALSE,FALSE,"no","no","no","EIF4E"
"ENSG00000151276",0.000185766315694986,0.360320310699774,0.944164198712654,-0.0209512921869512,6.67416570590199e-05,0.381271602886725,0.200417141524889,0.228525183422309,FALSE,FALSE,FALSE,FALSE,"no","no","no","MAGI1"
"ENSG00000151287",0.12739348083094,0.301264693752314,0.708623341723787,0.132207982405267,0.483797248909298,0.169056711347047,0.516637098659668,0.190131874799825,FALSE,FALSE,FALSE,FALSE,"no","no","no","TEX30"
"ENSG00000151292",0.819755557846189,-0.0355424155621116,0.955676911196014,-0.016175880528681,0.904840766117718,-0.0193665350334306,0.931898757941815,0.0183306674563975,FALSE,FALSE,FALSE,FALSE,"no","no","no","CSNK1G3"
"ENSG00000151304",0.484233432272919,0.128740454593974,0.962921989778865,0.0200797860488198,0.579007202154406,0.108660668545154,0.535815502663116,0.14127853441185,FALSE,FALSE,FALSE,FALSE,"no","no","no","SRFBP1"
"ENSG00000151320",0.978513720286587,0.0221492146176332,0.962499287456569,-0.0559043592830854,0.905384545943348,0.0780535739007186,0.926186910161098,0.0803261800932982,FALSE,FALSE,FALSE,FALSE,"no","no","no","AKAP6"
"ENSG00000151322",0.101039339139692,-0.329166070378814,0.822558511032069,0.105299350160001,0.0193940817642427,-0.434465420538814,0.937818140312572,-0.0388386803151596,FALSE,FALSE,FALSE,FALSE,"no","no","no","NPAS3"
"ENSG00000151327",0.614687944284002,0.0831177673586258,0.495371913558201,0.127671546881805,0.812648776782098,-0.0445537795231795,0.345317460817096,0.158871317586443,FALSE,FALSE,FALSE,FALSE,"no","no","no","FAM177A1"
"ENSG00000151332",5.44298187286856e-13,-0.750325827982391,1.54213123893394e-08,-0.541654654623628,0.122303901531034,-0.208671173358763,2.71411033557455e-16,-0.924647607291725,FALSE,FALSE,FALSE,FALSE,"no","no","no","MBIP"
"ENSG00000151338",0.414445513127482,-0.186007119781843,0.790773551297394,-0.112626273293853,0.794926103165273,-0.0733808464879901,0.534508556545127,-0.187952902580036,FALSE,FALSE,FALSE,FALSE,"no","no","no","MIPOL1"
"ENSG00000151348",0.976815143769017,0.00540802768563727,0.927946298057296,-0.0214899344186481,0.853003429927644,0.0268979621042853,0.840445366063905,-0.037173717231436,FALSE,FALSE,FALSE,FALSE,"no","no","no","EXT2"
"ENSG00000151353",0.335339573089104,-0.118550381721776,0.904862250414426,-0.0332782044635346,0.531782474858396,-0.0852721772582411,0.345523362143908,-0.140103603247477,FALSE,FALSE,FALSE,FALSE,"no","no","no","TMEM18"
"ENSG00000151366",0.277845705834267,-0.14439185079243,0.912638792196126,0.0336785885803244,0.15370658944681,-0.178070439372754,0.660179609823037,-0.0960413802662866,FALSE,FALSE,FALSE,FALSE,"no","no","no","NDUFC2"
"ENSG00000151376",2.5745207507741e-18,0.832220207584817,2.97753262881678e-06,0.399088488096366,5.00913699330678e-05,0.433131719488451,6.38029625089499e-07,0.738931865804333,FALSE,FALSE,FALSE,FALSE,"yes","2","2","ME3"
"ENSG00000151388",0.0493177929357028,-0.37024528016943,0.863995338896977,0.0832708928549091,0.0110754643032924,-0.453516173024339,0.432771580553062,-0.26206847528997,FALSE,FALSE,FALSE,FALSE,"no","no","no","ADAMTS12"
"ENSG00000151413",0.971583952940949,-0.00846780239783715,0.890992839244262,-0.0414789703446454,0.861069767932652,0.0330111679468083,0.670232097152753,-0.0879426917438978,FALSE,FALSE,FALSE,FALSE,"no","no","no","NUBPL"
"ENSG00000151414",0.995710035939437,0.00201335684596088,0.947494556130161,0.0301015169937268,0.917528894913393,-0.0280881601477659,0.802931428675844,0.0773851197510752,FALSE,FALSE,FALSE,FALSE,"no","no","no","NEK7"
"ENSG00000151422",0.375051108811802,-0.143081490413727,0.896661732539638,0.0464374463468407,0.200201693704774,-0.189518936760568,0.81672539544101,-0.0666352944168913,FALSE,FALSE,FALSE,FALSE,"no","no","no","FER"
"ENSG00000151445",0.122636677349358,-0.326717174089845,0.6655682721157,-0.164295261147143,0.528222091231411,-0.162421912942702,0.106217480989079,-0.402337341744135,FALSE,FALSE,FALSE,FALSE,"yes","1","1","VIPAS39"
"ENSG00000151458",0.791983997729654,0.0618365475158325,0.375358547475039,0.183781353494964,0.534962083784268,-0.121944805979132,0.387144372816501,0.19137226927473,FALSE,FALSE,FALSE,FALSE,"no","no","no","ANKRD50"
"ENSG00000151461",0.457969865871826,-0.0907945156697988,0.917181827041622,-0.0263263234606666,0.635121015340633,-0.0644681922091323,0.992931511763415,-0.00199683381915513,FALSE,FALSE,FALSE,FALSE,"no","no","no","UPF2"
"ENSG00000151465",0.0453549961682231,-0.17206341887205,0.994420388655713,-0.00163680679681322,0.0473802854997627,-0.170426612075237,0.147566401000249,-0.166994034558829,FALSE,FALSE,FALSE,FALSE,"no","no","no","CDC123"
"ENSG00000151466",0.673329675650479,0.0865176125325375,0.293982416164175,0.19805747859175,0.566986841727186,-0.111539866059213,0.431047994143918,0.17088270316042,FALSE,FALSE,FALSE,FALSE,"no","no","no","SCLT1"
"ENSG00000151468",0.0415470546053449,-0.763168701028929,0.792341209413735,-0.243838311449397,0.191711260402718,-0.519330389579532,0.192574620101871,-0.706567299105162,FALSE,FALSE,FALSE,FALSE,"no","no","no","CCDC3"
"ENSG00000151470",0.940915381886765,0.0263518838606677,0.635538131583946,0.159494237926382,0.606963826346704,-0.133142354065714,0.896047800643066,0.0534709976935959,FALSE,FALSE,FALSE,FALSE,"no","no","no","C4orf33"
"ENSG00000151474",1.36201796902712e-05,0.613976229265008,0.375257833822205,0.192121563769205,0.0067398674251922,0.421854665495803,0.00250474153608465,0.532820740531354,FALSE,FALSE,FALSE,FALSE,"yes","2","3","FRMD4A"
"ENSG00000151490",0.0765986599815421,-0.692220097345384,0.921220640357584,0.106996031510842,0.0336365184634548,-0.799216128856226,0.447088183495601,-0.521564991985191,FALSE,FALSE,FALSE,FALSE,"no","no","no","PTPRO"
"ENSG00000151491",0.540149307996659,0.15179499148022,0.857334414617913,0.0824867479277198,0.814731446346665,0.0693082435525006,0.497705293770197,0.199603119851942,FALSE,FALSE,FALSE,FALSE,"no","no","no","EPS8"
"ENSG00000151498",0.218522174814893,-0.223151166137603,0.806012597571158,-0.0930232825210978,0.540626148310637,-0.130127883616505,0.205983055017231,-0.272534281259175,FALSE,FALSE,FALSE,FALSE,"yes","1","5","ACAD8"
"ENSG00000151500",0.0784562899605403,-0.162325772159524,0.902798778082217,-0.0295583836966076,0.173042948340958,-0.132767388462916,0.0781884688697132,-0.189137313534567,FALSE,FALSE,FALSE,FALSE,"no","no","no","THYN1"
"ENSG00000151502",0.199823333994532,-0.220587449571424,0.962453248114204,-0.0229677717558015,0.264720889900973,-0.197619677815623,0.258969202375223,-0.247930691722444,FALSE,FALSE,FALSE,FALSE,"yes","1","2","VPS26B"
"ENSG00000151503",0.231128647745091,0.204227870586895,0.788200184182049,0.0894242241895943,0.577639975751808,0.1148036463973,0.122540739582305,0.272011858945607,FALSE,FALSE,FALSE,FALSE,"no","no","no","NCAPD3"
"ENSG00000151532",0.0943431079617691,-0.428297341292026,0.873940197656703,0.107601022717727,0.0259490721134562,-0.535898364009752,0.688886484484683,-0.198555754781429,FALSE,FALSE,FALSE,FALSE,"no","no","no","VTI1A"
"ENSG00000151552",0.000179418451338633,-0.536259429225326,0.663766447770967,-0.138339815454394,0.00778309352850804,-0.397919613770932,0.00161195118988801,-0.580362853298235,FALSE,FALSE,FALSE,FALSE,"no","no","no","QDPR"
"ENSG00000151553",0.0128533849247266,0.293285646347638,0.971165246821303,0.0132811559108679,0.0188054975013031,0.280004490436771,0.401960828399442,0.158920824796496,FALSE,FALSE,FALSE,FALSE,"no","no","no","FHIP2A"
"ENSG00000151575",0.00703787081453926,-0.680616410530181,0.461743514304088,-0.319082747059021,0.212119147570973,-0.36153366347116,0.170067839341938,-0.531213818302682,FALSE,FALSE,FALSE,FALSE,"no","no","no","TEX9"
"ENSG00000151576",0.590923782768192,-0.100456641865408,0.710051145399856,-0.100771333345625,0.998287603400276,0.000314691480216301,0.52244267546213,-0.140757840006373,FALSE,FALSE,FALSE,FALSE,"no","no","no","QTRT2"
"ENSG00000151611",0.835413061739732,0.102448208511313,0.853189413632906,0.134318812350534,0.948260320311716,-0.0318706038392208,0.515530412974634,0.298415457985013,FALSE,FALSE,FALSE,FALSE,"no","no","no","MMAA"
"ENSG00000151612",3.98483489000056e-05,-0.50806790011199,0.688281426580215,-0.111601906525,0.00212389231669907,-0.39646599358699,0.0792899273940983,-0.376044756486476,FALSE,FALSE,FALSE,FALSE,"no","no","no","ZNF827"
"ENSG00000151617",0.00034216049015726,-0.778647935452832,0.791583285463634,-0.156475929883959,0.00529687290289703,-0.622172005568873,0.0180381957060471,-0.754774180970184,FALSE,FALSE,FALSE,FALSE,"no","no","no","EDNRA"
"ENSG00000151623",0.725177241206975,0.172318598723358,0.751880821024126,0.217768958340409,0.936723831181187,-0.0454503596170512,0.637607604668642,0.260012122841816,FALSE,FALSE,FALSE,FALSE,"no","no","no","NR3C2"
"ENSG00000151632",0.819755557846189,-0.156488814698099,0.99973803603435,0.000360002516478248,0.81023632372128,-0.156848817214577,0.870673023553844,-0.147608825960393,FALSE,FALSE,FALSE,FALSE,"no","no","no","AKR1C2"
"ENSG00000151640",0.122147675343046,-0.266188616825794,0.789756260951368,-0.0989251894119558,0.396999059130047,-0.167263427413838,0.222520774121158,-0.275333130094829,FALSE,FALSE,FALSE,FALSE,"no","no","no","DPYSL4"
"ENSG00000151650",NA,0.826696005156911,NA,-0.0892028858784311,NA,0.915898891035342,NA,0.700573159768553,FALSE,FALSE,FALSE,FALSE,"no","no","no","VENTX"
"ENSG00000151651",0.733477664793275,0.176105947013534,0.991755999590487,-0.0107508140916483,0.708833030395147,0.186856761105182,0.988737286367524,-0.0105961445090469,FALSE,FALSE,FALSE,FALSE,"no","no","no","ADAM8"
"ENSG00000151655",NA,-0.495054605149851,NA,-0.481397892484912,NA,-0.0136567126649385,NA,-0.37577150261068,FALSE,FALSE,FALSE,FALSE,"no","no","no","ITIH2"
"ENSG00000151657",0.138734973344278,-0.168988132631756,0.63591319960526,-0.091211901483915,0.588582979905047,-0.0777762311478414,0.396675901511928,-0.13742133536536,FALSE,FALSE,FALSE,FALSE,"no","no","no","KIN"
"ENSG00000151665",0.802589548882713,0.120351351228135,0.818885597748455,-0.154116392821482,0.468861997372119,0.274467744049617,0.768416760822062,-0.170941942505029,FALSE,FALSE,FALSE,FALSE,"no","no","no","PIGF"
"ENSG00000151687",0.832835808827668,0.086539671906479,0.971898413299344,0.0269098897094661,0.885383753663375,0.059629782197013,0.917233690529165,0.0574480801760103,FALSE,FALSE,FALSE,FALSE,"no","no","no","ANKAR"
"ENSG00000151689",0.213667131671863,0.272998072168793,0.701740132685497,0.142708094433665,0.639013254081667,0.130289977735128,0.206245048299531,0.310380513771413,FALSE,FALSE,FALSE,FALSE,"no","no","no","INPP1"
"ENSG00000151690",0.00360986966018075,-0.747031990633603,0.735996626316797,-0.207248308456055,0.0449745351349415,-0.539783682177549,0.128999901729203,-0.600115936844579,FALSE,FALSE,FALSE,FALSE,"yes","1","2","MFSD6"
"ENSG00000151692",0.0713305657238658,-0.237786004530828,0.81725133918362,-0.0705978763412608,0.248536722190523,-0.167188128189567,0.29270915420479,-0.196978271882155,FALSE,FALSE,FALSE,FALSE,"yes","1","5","RNF144A"
"ENSG00000151693",0.679815059413766,0.121017215064355,0.975937273814874,-0.0186101180815363,0.616728682528298,0.139627333145891,0.780120598207236,0.10714492425422,FALSE,FALSE,FALSE,FALSE,"no","no","no","ASAP2"
"ENSG00000151694",0.337087121370496,0.294680461613736,0.941281047598727,-0.0512004073835715,0.234795292862974,0.345880868997307,0.572375320471435,0.233384864749717,FALSE,FALSE,FALSE,FALSE,"no","no","no","ADAM17"
"ENSG00000151702",NA,-0.259500890901718,NA,0.0529931925547791,NA,-0.312494083456497,0.996526948751702,0.00743477681861658,FALSE,FALSE,FALSE,FALSE,"no","no","no","FLI1"
"ENSG00000151715",0.842661406850163,0.146854138978442,0.981216168193636,-0.030488425698488,0.795974294065806,0.17734256467693,0.76929770170867,0.241344111234271,FALSE,FALSE,FALSE,FALSE,"no","no","no","TMEM45B"
"ENSG00000151718",0.600951471705651,0.0677066069974852,0.534029245595905,0.0940869104769053,0.864859674682368,-0.0263803034794201,0.259404501459287,0.141190705504359,FALSE,FALSE,FALSE,FALSE,"no","no","no","WWC2"
"ENSG00000151725",0.8089868793259,0.0449470721931218,0.80283226589691,0.0652225692496386,0.918507259943828,-0.0202754970565167,0.743612496407422,0.0716389742284673,FALSE,FALSE,FALSE,FALSE,"no","no","no","CENPU"
"ENSG00000151726",0.900259237106992,0.0625484245846877,0.565471182481847,0.272540171610159,0.589048178823783,-0.209991747025472,0.488676716990595,0.299204080981709,FALSE,FALSE,FALSE,FALSE,"no","no","no","ACSL1"
"ENSG00000151729",0.185845229568996,-0.121826150999798,0.495371913558201,-0.0895773987621035,0.802438708277846,-0.0322487522376943,0.0685100937174422,-0.175956637891831,FALSE,FALSE,FALSE,FALSE,"no","no","no","SLC25A4"
"ENSG00000151743",0.861211338337312,-0.1636887045443,NA,-0.0811261828919805,NA,-0.0825625216523193,0.748682044683261,-0.345412319695049,FALSE,FALSE,FALSE,FALSE,"no","no","no","AMN1"
"ENSG00000151746",0.99385873037332,-0.00235988601919953,0.777207647646581,0.0797225754980309,0.645756675664333,-0.0820824615172304,0.766186754974337,0.0732864295466799,FALSE,FALSE,FALSE,FALSE,"no","no","no","BICD1"
"ENSG00000151748",0.203585842813049,0.177736889889712,0.948600458440647,0.0230208507104992,0.291661072602377,0.154716039179213,0.613484364060902,0.107467528927651,FALSE,FALSE,FALSE,FALSE,"no","no","no","SAV1"
"ENSG00000151773",0.190827860351923,-0.331423354150751,0.895857162599052,0.0826899922226099,0.0806814870514094,-0.414113346373361,0.54991620561817,-0.250936889375647,FALSE,FALSE,FALSE,FALSE,"no","no","no","CCDC122"
"ENSG00000151778",0.902990250627786,-0.0882507822095636,0.974970235767029,-0.0398986413022913,0.944088476604844,-0.0483521409072723,0.92540148914658,-0.0868232177878211,FALSE,FALSE,FALSE,FALSE,"no","no","no","SERP2"
"ENSG00000151779",0.909039580176478,0.0236321219423315,0.759397251481347,-0.0747828784978763,0.50511426981262,0.0984150004402078,0.941563760190351,-0.0186920307114988,FALSE,FALSE,FALSE,FALSE,"no","no","no","NBAS"
"ENSG00000151789",0.0102041555152007,-1.07643102282297,0.866671780056328,0.187533487415771,0.00183084582734413,-1.26396451023874,0.586456474437892,-0.528888022375722,FALSE,FALSE,TRUE,FALSE,"no","no","no","ZNF385D"
"ENSG00000151806",0.993031537350448,-0.00267982739923189,0.649383147664096,-0.109265597781759,0.542921086893503,0.106585770382527,0.73425822780725,-0.084590594006763,FALSE,FALSE,FALSE,FALSE,"no","no","no","GUF1"
"ENSG00000151835",0.376246447392347,-0.107613165813458,0.874852982641072,-0.0407069144477878,0.631753676335,-0.06690625136567,0.492282298434698,-0.109421272227687,FALSE,FALSE,FALSE,FALSE,"no","no","no","SACS"
"ENSG00000151838",0.446677167465482,0.51235970436244,NA,0.14686557610304,NA,0.3654941282594,0.686661515484513,0.35718512303951,FALSE,FALSE,FALSE,FALSE,"no","no","no","CCDC175"
"ENSG00000151846",0.520124290300955,0.537324937813126,NA,0.359648520804778,NA,0.177676417008347,0.796886757996329,0.310242920565156,FALSE,FALSE,FALSE,FALSE,"no","no","no","PABPC3"
"ENSG00000151849",0.975679096602363,0.0074186771948082,0.784432861601822,0.0726132339235363,0.710017102012801,-0.0651945567287281,0.570704316787699,0.111111727445146,FALSE,FALSE,FALSE,FALSE,"no","no","no","CENPJ"
"ENSG00000151876",0.755455003658345,0.173075549642032,0.918420681207895,-0.0920947710729749,0.581845837155733,0.265170320715006,0.881459228425151,-0.111210620848733,FALSE,FALSE,FALSE,FALSE,"no","no","no","FBXO4"
"ENSG00000151881",0.648861989579349,-0.134399874986572,0.897203158207411,0.0729889306110277,0.426603716357066,-0.2073888055976,0.63899500519724,-0.174538628187846,FALSE,FALSE,FALSE,FALSE,"no","no","no","TMEM267"
"ENSG00000151883",0.215399657095953,0.195582765378694,0.895857162599052,0.0476731564495318,0.393385352041035,0.147909608929162,0.63986840487996,0.114428489042497,FALSE,FALSE,FALSE,FALSE,"no","no","no","PARP8"
"ENSG00000151892",0.0930457836634773,0.64295389104443,0.0371174734041393,0.738001337646729,0.879261950617989,-0.0950474466022989,7.13024675194528e-05,1.11179874327033,FALSE,FALSE,FALSE,TRUE,"no","no","no","GFRA1"
"ENSG00000151893",0.147001349189915,-0.0952768516190093,0.869059525437401,0.0253734423159712,0.0484621241517277,-0.12065029393498,0.85015091430184,-0.0262888809736312,FALSE,FALSE,FALSE,FALSE,"no","no","no","CACUL1"
"ENSG00000151914",0.879190991044074,-0.0216087441376766,0.972194712663858,-0.00884586298287516,0.929677805458725,-0.0127628811548014,0.535815502663116,0.0811383132102166,FALSE,FALSE,FALSE,FALSE,"no","no","no","DST"
"ENSG00000151917",0.860464848054415,0.141674814185385,0.375257833822205,0.626389754164767,0.444032153369466,-0.484714939979383,0.524533658342434,0.507939987438158,FALSE,FALSE,FALSE,FALSE,"no","no","no","BEND6"
"ENSG00000151923",0.606956615684797,0.0487438778942359,0.956894028580921,0.0111800100265804,0.711489647669628,0.0375638678676554,0.542010924851082,0.0668371167554852,FALSE,FALSE,FALSE,FALSE,"no","no","no","TIAL1"
"ENSG00000151929",0.465817879029942,0.141439785992597,0.962970796625148,0.0212595905378941,0.560128811562515,0.120180195454703,0.498241082387234,0.159873998969459,FALSE,FALSE,FALSE,FALSE,"no","no","no","BAG3"
"ENSG00000151948",0.817087717599631,0.12340490333529,0.971165246821303,-0.0361252348550829,0.744917505175795,0.159530138190373,0.80954656744856,0.152516333495235,FALSE,FALSE,FALSE,FALSE,"no","no","no","GLT1D1"
"ENSG00000151962",NA,0.014347110720527,NA,0.497129018731224,NA,-0.482781908010697,NA,0.365732384664801,FALSE,FALSE,FALSE,FALSE,"no","no","no","RBM46"
"ENSG00000152056",0.470161435646146,-0.270337173299579,0.864822805617856,0.131453183966901,0.230318853368479,-0.40179035726648,0.716331031917642,-0.210524040018381,FALSE,FALSE,FALSE,FALSE,"no","no","no","AP1S3"
"ENSG00000152061",0.00518905067235912,-0.443501923539105,0.554149341732004,-0.173024860766825,0.126367735783124,-0.27047706277228,0.0152032498645831,-0.478634628692529,FALSE,FALSE,FALSE,FALSE,"no","no","no","RABGAP1L"
"ENSG00000152076",0.854025357066076,-0.14339822533869,0.911653627642409,0.140088069976175,0.671872861641549,-0.283486295314864,0.980893657388761,0.0274855965176113,FALSE,FALSE,FALSE,FALSE,"no","no","no","CCDC74B"
"ENSG00000152078",0.279257855178617,0.240213017537854,0.479634217014119,0.207805037986965,0.924231451110648,0.032407979550889,0.214572647632228,0.30353654455256,FALSE,FALSE,FALSE,FALSE,"no","no","no","TLCD4"
"ENSG00000152082",0.646844550359645,-0.0524454917483549,0.0930290092483344,0.146827775559592,0.00968309105252565,-0.199273267307946,0.999137875392329,-0.000201775037899457,FALSE,FALSE,FALSE,FALSE,"no","no","no","MZT2B"
"ENSG00000152092",0.50968161688457,-0.114515410801369,0.657536210807948,0.112748988584653,0.109148293531676,-0.227264399386022,0.824771472053905,0.0658317980072124,FALSE,FALSE,FALSE,FALSE,"no","no","no","ASTN1"
"ENSG00000152102",0.7882745709783,0.0322163418295721,0.904862250414426,0.0235038406701436,0.945705659894804,0.00871250115942842,0.842937062094741,0.0301537049697628,FALSE,FALSE,FALSE,FALSE,"no","no","no","FAM168B"
"ENSG00000152104",0.0847298235947959,0.186572441921982,0.495062492972658,0.110045417856149,0.596013526718208,0.0765270240658332,0.0449948534799544,0.230857091835187,FALSE,FALSE,FALSE,FALSE,"yes","2","1","PTPN14"
"ENSG00000152117",0.204592356972556,-0.203693556018143,0.775371220518845,0.0936960442600108,0.0389884213372143,-0.297389600278154,0.897050912938475,-0.0469483000363107,FALSE,FALSE,FALSE,FALSE,"no","no","no","SMPD4BP"
"ENSG00000152127",0.15760632313611,0.196731492562552,0.845328398814539,-0.0581065420515506,0.045598205252691,0.254838034614102,0.985574129424475,0.00589284566347681,FALSE,FALSE,FALSE,FALSE,"no","no","no","MGAT5"
"ENSG00000152128",0.031154638902683,0.827933381009389,0.730989899988674,0.24477602354096,0.184212747950539,0.583157357468429,0.0884498372148282,0.695416291660561,FALSE,FALSE,FALSE,FALSE,"no","no","no","TMEM163"
"ENSG00000152133",0.594445208473991,0.118906683974615,0.854534953317148,-0.0716111022758599,0.321261314910317,0.190517786250475,0.864905922227128,0.0583690823348526,FALSE,FALSE,FALSE,FALSE,"no","no","no","GPATCH11"
"ENSG00000152137",0.447429688346923,0.397525113923747,0.514278032307714,0.427452123962251,0.96730817094304,-0.0299270100385042,0.243393184141405,0.61642046473989,FALSE,FALSE,FALSE,FALSE,"yes","2","5","HSPB8"
"ENSG00000152147",0.169807676229018,0.223490905289208,0.960700810527318,-0.0216646244071124,0.118628873715248,0.24515552969632,0.832828918286768,0.0650193659444521,FALSE,FALSE,FALSE,FALSE,"no","no","no","GEMIN6"
"ENSG00000152154",0.722309929730566,-0.0735086750395463,0.47529631504035,-0.150599062313314,0.694284255839238,0.0770903872737679,0.660280653112018,-0.108195569780006,FALSE,FALSE,FALSE,FALSE,"no","no","no","TMEM178A"
"ENSG00000152192",NA,-0.274124472865092,NA,0.350040433112354,NA,-0.624164905977445,0.813340272925312,-0.421347539422284,FALSE,FALSE,FALSE,FALSE,"no","no","no","POU4F1"
"ENSG00000152193",6.31428586075483e-05,-0.346112294827205,0.414080581082126,-0.121918713316909,0.0169315051019624,-0.224193581510296,0.0215770181055106,-0.287177773659403,FALSE,FALSE,FALSE,FALSE,"yes","1","2","OBI1"
"ENSG00000152208",NA,0.3136644465282,NA,0.701703251340972,NA,-0.388038804812771,NA,0.516488881128435,FALSE,FALSE,FALSE,FALSE,"no","no","no","GRID2"
"ENSG00000152213",NA,0.878867838114629,NA,0.89171710246624,NA,-0.0128492643516109,NA,0.883444703762922,FALSE,FALSE,FALSE,FALSE,"yes","2","1","ARL11"
"ENSG00000152217",0.0453549961682231,-0.259488965747235,0.482667909433244,-0.143630537234348,0.481532591757192,-0.115858428512886,0.203162427273622,-0.227162724257537,FALSE,FALSE,FALSE,FALSE,"no","no","no","SETBP1"
"ENSG00000152219",0.115482531957177,0.202545480230436,0.474245216235983,0.132403446806696,0.693474558449006,0.0701420334237406,0.245682971279453,0.191777831096138,FALSE,FALSE,FALSE,FALSE,"yes","2","4","ARL14EP"
"ENSG00000152223",0.874630315845403,-0.0421182819548963,0.581213357438095,0.147282003293327,0.302021417598988,-0.189400285248223,0.799769833431868,0.0821712665075262,FALSE,FALSE,FALSE,FALSE,"no","no","no","EPG5"
"ENSG00000152229",0.823865208969544,0.0975777045867733,0.99034960699015,-0.00925170661811451,0.79684533482526,0.106829411204888,0.746400900287612,0.158762022161785,FALSE,FALSE,FALSE,FALSE,"no","no","no","PSTPIP2"
"ENSG00000152234",0.0890806727322025,-0.098471349641267,0.679778271073404,-0.043058546790143,0.429395546342549,-0.055412802851124,0.0385781247835376,-0.125561413202559,FALSE,FALSE,FALSE,FALSE,"no","no","no","ATP5F1A"
"ENSG00000152240",0.263278542895773,-0.134130030851837,0.847464588410522,0.049082107296566,0.0932020786268251,-0.183212138148403,0.502561202818759,-0.121175550632944,FALSE,FALSE,FALSE,FALSE,"no","no","no","HAUS1"
"ENSG00000152242",0.166086741920469,0.200845341928465,0.966510525945917,0.0163213604534898,0.215910324191755,0.184523981474976,0.232853464913128,0.205197887408783,FALSE,FALSE,FALSE,FALSE,"no","no","no","ARK2N"
"ENSG00000152253",0.323965478326284,0.277898810160957,0.914552292831585,0.0650781461245741,0.493670210595401,0.212820664036383,0.837210772822877,0.102593540294952,FALSE,FALSE,FALSE,FALSE,"no","no","no","SPC25"
"ENSG00000152256",0.00686714855165941,0.332551685603481,0.918576748255662,-0.0328077370569127,0.00224279541920271,0.365359422660394,0.671524862338979,0.115091781472029,FALSE,FALSE,FALSE,FALSE,"no","no","no","PDK1"
"ENSG00000152270",0.0765986599815421,-0.35379495226189,0.989957678957858,-0.00811827967099189,0.0817376342405101,-0.345676672590898,0.300832692774823,-0.302440150609994,FALSE,FALSE,FALSE,FALSE,"no","no","no","PDE3B"
"ENSG00000152284",0.499776559940368,-0.0718071029442195,0.795616845133573,0.0489682278071261,0.185678526728732,-0.120775330751346,0.99740217024543,0.000639894734290759,FALSE,FALSE,FALSE,FALSE,"no","no","no","TCF7L1"
"ENSG00000152291",0.188248107029496,0.14097413922399,0.730989899988674,-0.0668358521723462,0.028760691700734,0.207809991396336,0.993059270332209,-0.00212473827880039,FALSE,FALSE,FALSE,FALSE,"no","no","no","TGOLN2"
"ENSG00000152332",0.0740489326235145,0.22389324777126,0.784432861601822,-0.07163676378217,0.00999310322820824,0.29553001155343,0.31355015733967,0.182018875548111,FALSE,FALSE,FALSE,FALSE,"no","no","no","UHMK1"
"ENSG00000152348",0.841639411050995,0.047168494659709,0.887173668876341,0.0528161876846482,0.9810410807908,-0.00564769302493926,0.997842123180349,0.0007551224693693,FALSE,FALSE,FALSE,FALSE,"no","no","no","ATG10"
