gene1,gene2,combined_score,type,known,degree,betweenness
DPYSL2,SHANK1,0.511,positive,unknown,6,82.1691927377972
DPYSL2,RTN4,0.416,positive,unknown,6,82.1691927377972
DSP,VCL,0.655,negative,unknown,22,1196.09437919518
DSP,LGALS3,0.457,negative,unknown,22,1196.09437919518
DSP,CDH11,0.516,negative,unknown,22,1196.09437919518
DSP,GJA1,0.84,negative,unknown,22,1196.09437919518
DSP,KRT17,0.435,negative,unknown,22,1196.09437919518
DSP,SOX2,0.411,negative,unknown,22,1196.09437919518
DSP,MSN,0.583,negative,unknown,22,1196.09437919518
DSP,DMD,0.609,negative,unknown,22,1196.09437919518
DSP,ECT2,0.402,negative,unknown,22,1196.09437919518
DSP,EPPK1,0.503,negative,unknown,22,1196.09437919518
DSP,PERP,0.844,negative,unknown,22,1196.09437919518
DUSP4,PHLDA1,0.536,negative,unknown,2,0
DYNLL2,ULK1,0.529,positive,unknown,8,274.938752024995
DYNLL2,BCL2L11,0.748,positive,unknown,8,274.938752024995
DYNLL2,GOLGA2,0.543,positive,unknown,8,274.938752024995
DYNLL2,UBC,0.537,positive,unknown,8,274.938752024995
ECHDC2,HIBADH,0.415,positive,unknown,8,397.74019418862
ECHDC2,VAT1L,0.566,positive,unknown,8,397.74019418862
ECHDC2,HADHB,0.671,positive,unknown,8,397.74019418862
ECHDC2,MRPS6,0.458,positive,unknown,8,397.74019418862
ECT2,SEMA3F,0.407,negative,unknown,12,524.740160402523
ECT2,PLS1,0.418,negative,unknown,12,524.740160402523
ECT2,DSP,0.402,negative,unknown,12,524.740160402523
ECT2,GAS2L3,0.451,negative,unknown,12,524.740160402523
ECT2,HJURP,0.588,negative,unknown,12,524.740160402523
ECT2,PTTG1,0.623,negative,unknown,12,524.740160402523
EDA2R,ATP2B4,0.42,negative,unknown,2,0
EFHD1,ERMN,0.488,positive,unknown,2,0
EFHD2,LGALS3,0.441,positive,unknown,6,10.6152162764397
EFHD2,ADD3,0.4,positive,unknown,6,10.6152162764397
EFHD2,MSN,0.457,positive,unknown,6,10.6152162764397
EGF,BAIAP2L1,0.429,negative,unknown,104,13030.9674768164
EGF,VCL,0.616,negative,unknown,104,13030.9674768164
EGF,LGALS1,0.493,negative,unknown,104,13030.9674768164
EGF,GLI1,0.614,negative,unknown,104,13030.9674768164
EGF,LGALS3,0.773,negative,unknown,104,13030.9674768164
EGF,JAG1,0.869,negative,unknown,104,13030.9674768164
EGF,LAMC1,0.561,negative,unknown,104,13030.9674768164
EGF,SMAD7,0.418,negative,unknown,104,13030.9674768164
EGF,NID1,0.463,negative,unknown,104,13030.9674768164
EGF,FGF2,0.969,negative,unknown,104,13030.9674768164
EGF,TNC,0.599,negative,unknown,104,13030.9674768164
EGF,LIN28A,0.412,negative,unknown,104,13030.9674768164
EGF,MSN,0.423,negative,unknown,104,13030.9674768164
EGF,BTG2,0.431,negative,unknown,104,13030.9674768164
EGF,FGF12,0.432,negative,unknown,104,13030.9674768164
EGF,PTCH1,0.433,negative,unknown,104,13030.9674768164
EGF,SOX1,0.434,negative,unknown,104,13030.9674768164
EGF,HEY1,0.436,negative,unknown,104,13030.9674768164
EGF,RUNX2,0.44,negative,unknown,104,13030.9674768164
EGF,ASCL1,0.441,negative,unknown,104,13030.9674768164
EGF,BCL2L11,0.445,negative,unknown,104,13030.9674768164
EGF,IDH1,0.446,negative,unknown,104,13030.9674768164
EGF,FOXA2,0.448,negative,unknown,104,13030.9674768164
EGF,FOXO3,0.451,negative,unknown,104,13030.9674768164
EGF,NCAM1,0.453,negative,unknown,104,13030.9674768164
EGF,DMD,0.454,negative,unknown,104,13030.9674768164
EGF,BMP1,0.48,negative,unknown,104,13030.9674768164
EGF,PIK3C2B,0.508,negative,unknown,104,13030.9674768164
EGF,CELSR2,0.512,negative,unknown,104,13030.9674768164
EGF,GXYLT1,0.523,negative,unknown,104,13030.9674768164
EGF,TGFBR1,0.546,negative,unknown,104,13030.9674768164
EGF,DCX,0.577,negative,unknown,104,13030.9674768164
EGF,PGF,0.583,negative,unknown,104,13030.9674768164
EGF,SHB,0.595,negative,unknown,104,13030.9674768164
EGF,FRZB,0.612,negative,unknown,104,13030.9674768164
EGF,SPRY1,0.612,negative,unknown,104,13030.9674768164
EGF,PAX6,0.614,negative,unknown,104,13030.9674768164
EGF,FOXO1,0.636,negative,unknown,104,13030.9674768164
EGF,GJA1,0.644,negative,unknown,104,13030.9674768164
EGF,ANXA5,0.659,negative,unknown,104,13030.9674768164
EGF,UBC,0.696,negative,unknown,104,13030.9674768164
EGF,RAB5A,0.696,negative,unknown,104,13030.9674768164
EGF,SOX2,0.725,negative,unknown,104,13030.9674768164
EGF,LRIG1,0.776,negative,unknown,104,13030.9674768164
EGF,SHH,0.783,negative,unknown,104,13030.9674768164
EGF,NES,0.789,negative,unknown,104,13030.9674768164
EGF,CXCR4,0.825,negative,unknown,104,13030.9674768164
EGF,NTRK2,0.884,negative,unknown,104,13030.9674768164
EGF,FGFR3,0.902,negative,unknown,104,13030.9674768164
EGF,NRG1,0.972,negative,unknown,104,13030.9674768164
EGF,KIT,0.973,negative,unknown,104,13030.9674768164
EGF,IGF1R,0.997,negative,unknown,104,13030.9674768164
EHD4,RAB5A,0.431,negative,unknown,2,0
EIF1,EIF5,0.999,negative,unknown,8,1096
EIF1,RPLP1,0.504,negative,unknown,8,1096
EIF1,UPF3A,0.664,negative,unknown,8,1096
EIF1,UBC,0.774,negative,unknown,8,1096
EIF5,UBC,0.453,positive,unknown,6,780.164063579006
EIF5,NMD3,0.551,positive,unknown,6,780.164063579006
EIF5,EIF1,0.999,positive,unknown,6,780.164063579006
ELF4,NCAM1,0.444,positive,unknown,2,0
EMD,SSPN,0.472,positive,unknown,4,0
EMD,DMD,0.768,positive,unknown,4,0
EPHA3,EPHA4,0.835,positive,unknown,6,204.99718612727
EPHA3,NCAM1,0.421,positive,unknown,6,204.99718612727
EPHA3,EPHB6,0.54,positive,unknown,6,204.99718612727
EPHA4,SEMA3F,0.403,negative,unknown,14,688.476888319714
EPHA4,SLIT1,0.455,negative,unknown,14,688.476888319714
EPHA4,RTN4,0.5,negative,unknown,14,688.476888319714
EPHA4,RGMA,0.512,negative,unknown,14,688.476888319714
EPHA4,EPHB6,0.556,negative,unknown,14,688.476888319714
EPHA4,FGFR3,0.624,negative,unknown,14,688.476888319714
EPHA4,EPHA3,0.835,negative,unknown,14,688.476888319714
EPHB6,EPHA4,0.556,positive,unknown,4,0
EPHB6,EPHA3,0.54,positive,unknown,4,0
EPPK1,DSP,0.503,positive,unknown,2,0
ERCC6L2,REV3L,0.433,positive,unknown,4,10.354034422895
ERCC6L2,TGFBR1,0.422,positive,unknown,4,10.354034422895
ERMN,EFHD1,0.488,positive,unknown,6,420.04451149368
ERMN,MYRF,0.533,positive,unknown,6,420.04451149368
ERMN,MSN,0.698,positive,unknown,6,420.04451149368
EXOC7,RAB11FIP1,0.584,positive,unknown,6,9.6813494899812
EXOC7,SCFD1,0.419,positive,unknown,6,9.6813494899812
EXOC7,RAB1A,0.533,positive,unknown,6,9.6813494899812
EXTL2,XBP1,0.75,positive,unknown,4,732
EXTL2,HS3ST3B1,0.457,positive,unknown,4,732
FBN2,MYLK,0.503,negative,unknown,10,123.827606362022
FBN2,COL11A1,0.481,negative,unknown,10,123.827606362022
FBN2,ZIC2,0.404,negative,unknown,10,123.827606362022
FBN2,CDH7,0.402,negative,unknown,10,123.827606362022
FBN2,TGFBR1,0.741,negative,unknown,10,123.827606362022
FDFT1,PGRMC1,0.627,negative,unknown,12,133.319033341969
FDFT1,INSIG1,0.774,negative,unknown,12,133.319033341969
FDFT1,DHCR7,0.938,negative,unknown,12,133.319033341969
FDFT1,ABCA1,0.477,negative,unknown,12,133.319033341969
FDFT1,IDI1,0.94,negative,unknown,12,133.319033341969
FDFT1,RXRA,0.468,negative,unknown,12,133.319033341969
FERMT2,VCL,0.896,negative,unknown,8,39.234331344316
FERMT2,MSN,0.45,negative,unknown,8,39.234331344316
FERMT2,TGFBR1,0.451,negative,unknown,8,39.234331344316
FERMT2,CD2AP,0.664,negative,unknown,8,39.234331344316
FEZF1,LHX2,0.554,negative,unknown,4,231.59497838571
FEZF1,ZNF385B,0.458,negative,unknown,4,231.59497838571
FGF12,FGF2,0.451,positive,unknown,12,3.29655179338709
FGF12,EGF,0.432,positive,unknown,12,3.29655179338709
FGF12,KIT,0.459,positive,unknown,12,3.29655179338709
FGF12,SHH,0.408,positive,unknown,12,3.29655179338709
FGF12,FGFR3,0.664,positive,unknown,12,3.29655179338709
FGF12,IGF1R,0.441,positive,unknown,12,3.29655179338709
FGF2,VCL,0.455,negative,unknown,82,3172.75891395434
FGF2,SFRP1,0.414,negative,unknown,82,3172.75891395434
FGF2,GLI1,0.458,negative,unknown,82,3172.75891395434
FGF2,LGALS3,0.613,negative,unknown,82,3172.75891395434
FGF2,JAG1,0.536,negative,unknown,82,3172.75891395434
FGF2,SMAD7,0.424,negative,unknown,82,3172.75891395434
FGF2,NID1,0.65,negative,unknown,82,3172.75891395434
FGF2,HEY1,0.403,negative,unknown,82,3172.75891395434
FGF2,FOXO1,0.412,negative,unknown,82,3172.75891395434
FGF2,LPAR1,0.433,negative,unknown,82,3172.75891395434
FGF2,BMPR2,0.434,negative,unknown,82,3172.75891395434
FGF2,NKX2-2,0.434,negative,unknown,82,3172.75891395434
FGF2,FGF12,0.451,negative,unknown,82,3172.75891395434
FGF2,PTTG1,0.453,negative,unknown,82,3172.75891395434
FGF2,PTCH1,0.455,negative,unknown,82,3172.75891395434
FGF2,FOXG1,0.477,negative,unknown,82,3172.75891395434
FGF2,ASCL1,0.51,negative,unknown,82,3172.75891395434
FGF2,CEP57,0.517,negative,unknown,82,3172.75891395434
FGF2,TGFBR1,0.542,negative,unknown,82,3172.75891395434
FGF2,NCAM1,0.544,negative,unknown,82,3172.75891395434
FGF2,OTX2,0.559,negative,unknown,82,3172.75891395434
FGF2,NRG1,0.593,negative,unknown,82,3172.75891395434
FGF2,FOXA2,0.596,negative,unknown,82,3172.75891395434
FGF2,GJA1,0.601,negative,unknown,82,3172.75891395434
FGF2,SOX1,0.604,negative,unknown,82,3172.75891395434
FGF2,ANXA5,0.607,negative,unknown,82,3172.75891395434
FGF2,LIN28A,0.607,negative,unknown,82,3172.75891395434
FGF2,DCX,0.611,negative,unknown,82,3172.75891395434
FGF2,PAX6,0.708,negative,unknown,82,3172.75891395434
FGF2,PGF,0.734,negative,unknown,82,3172.75891395434
FGF2,UBC,0.747,negative,unknown,82,3172.75891395434
FGF2,SHH,0.749,negative,unknown,82,3172.75891395434
FGF2,RUNX2,0.753,negative,unknown,82,3172.75891395434
FGF2,CXCR4,0.795,negative,unknown,82,3172.75891395434
FGF2,NES,0.836,negative,unknown,82,3172.75891395434
FGF2,KIT,0.885,negative,unknown,82,3172.75891395434
FGF2,IGF1R,0.9,negative,unknown,82,3172.75891395434
FGF2,NTRK2,0.908,negative,unknown,82,3172.75891395434
FGF2,SOX2,0.933,negative,unknown,82,3172.75891395434
FGF2,EGF,0.969,negative,unknown,82,3172.75891395434
FGF2,FGFR3,0.999,negative,unknown,82,3172.75891395434
FGFR3,BAIAP2L1,0.511,positive,unknown,34,2183.80708276393
FGFR3,FGF2,0.999,positive,unknown,34,2183.80708276393
FGFR3,EGF,0.902,positive,unknown,34,2183.80708276393
FGFR3,NTRK2,0.479,positive,unknown,34,2183.80708276393
FGFR3,EPHA4,0.624,positive,unknown,34,2183.80708276393
FGFR3,SHH,0.633,positive,unknown,34,2183.80708276393
FGFR3,SOX2,0.442,positive,unknown,34,2183.80708276393
FGFR3,CRTAP,0.412,positive,unknown,34,2183.80708276393
FGFR3,OPCML,0.473,positive,unknown,34,2183.80708276393
FGFR3,PTCH1,0.423,positive,unknown,34,2183.80708276393
FGFR3,HOPX,0.434,positive,unknown,34,2183.80708276393
FGFR3,UBC,0.505,positive,unknown,34,2183.80708276393
FGFR3,NES,0.545,positive,unknown,34,2183.80708276393
FGFR3,IDH1,0.599,positive,unknown,34,2183.80708276393
FGFR3,FGF12,0.664,positive,unknown,34,2183.80708276393
FGFR3,RUNX2,0.675,positive,unknown,34,2183.80708276393
FGFR3,PGF,0.689,positive,unknown,34,2183.80708276393
FJX1,PRICKLE1,0.406,negative,unknown,2,0
FOXA2,SFRP1,0.5,positive,known,44,964.837711324069
FOXA2,GLI1,0.511,positive,known,44,964.837711324069
FOXA2,SALL1,0.526,positive,known,44,964.837711324069
FOXA2,FGF2,0.596,positive,known,44,964.837711324069
FOXA2,EGF,0.448,positive,known,44,964.837711324069
FOXA2,NPTX2,0.448,positive,known,44,964.837711324069
FOXA2,ASCL1,0.738,positive,known,44,964.837711324069
FOXA2,ZIC3,0.408,positive,known,44,964.837711324069
FOXA2,SHH,0.956,positive,known,44,964.837711324069
FOXA2,SOX2,0.841,positive,known,44,964.837711324069
FOXA2,SOX1,0.701,positive,known,44,964.837711324069
FOXA2,PTCH1,0.443,positive,known,44,964.837711324069
FOXA2,NKX2-1,0.778,positive,known,44,964.837711324069
FOXA2,NES,0.637,positive,known,44,964.837711324069
FOXA2,LIN28A,0.433,positive,known,44,964.837711324069
FOXA2,ZIC2,0.753,positive,known,44,964.837711324069
FOXA2,NKX2-2,0.855,positive,known,44,964.837711324069
FOXA2,GLI3,0.439,positive,known,44,964.837711324069
FOXA2,CXCR4,0.564,positive,known,44,964.837711324069
FOXA2,GLI2,0.479,positive,known,44,964.837711324069
FOXA2,PAX6,0.814,positive,known,44,964.837711324069
FOXA2,OTX2,0.918,positive,known,44,964.837711324069
FOXB1,NKX2-8,0.408,positive,unknown,4,6.17515331890332
FOXB1,SOX5,0.441,positive,unknown,4,6.17515331890332
FOXG1,FGF2,0.477,negative,unknown,42,1509.4952896898
FOXG1,DBF4,0.717,negative,unknown,42,1509.4952896898
FOXG1,ASCL1,0.771,negative,unknown,42,1509.4952896898
FOXG1,PRDM16,0.715,negative,unknown,42,1509.4952896898
FOXG1,SHH,0.757,negative,unknown,42,1509.4952896898
FOXG1,SOX2,0.749,negative,unknown,42,1509.4952896898
FOXG1,SOX1,0.681,negative,unknown,42,1509.4952896898
FOXG1,SOX5,0.402,negative,unknown,42,1509.4952896898
FOXG1,VAX1,0.402,negative,unknown,42,1509.4952896898
FOXG1,DCX,0.411,negative,unknown,42,1509.4952896898
FOXG1,GLI3,0.423,negative,unknown,42,1509.4952896898
FOXG1,RRBP1,0.485,negative,unknown,42,1509.4952896898
FOXG1,NKX2-2,0.545,negative,unknown,42,1509.4952896898
FOXG1,NOVA1,0.654,negative,unknown,42,1509.4952896898
FOXG1,NKX2-1,0.697,negative,unknown,42,1509.4952896898
FOXG1,NES,0.73,negative,unknown,42,1509.4952896898
FOXG1,LHX2,0.731,negative,unknown,42,1509.4952896898
FOXG1,FOXO3,0.748,negative,unknown,42,1509.4952896898
FOXG1,FOXO1,0.762,negative,unknown,42,1509.4952896898
FOXG1,OTX2,0.781,negative,unknown,42,1509.4952896898
FOXG1,PAX6,0.865,negative,unknown,42,1509.4952896898
FOXO1,XBP1,0.89,positive,unknown,42,1691.69456576671
FOXO1,RORA,0.631,positive,unknown,42,1691.69456576671
FOXO1,FGF2,0.412,positive,unknown,42,1691.69456576671
FOXO1,EGF,0.636,positive,unknown,42,1691.69456576671
FOXO1,DBF4,0.513,positive,unknown,42,1691.69456576671
FOXO1,ANXA5,0.465,positive,unknown,42,1691.69456576671
FOXO1,S1PR1,0.468,positive,unknown,42,1691.69456576671
FOXO1,DDIT4,0.423,positive,unknown,42,1691.69456576671
FOXO1,SOX2,0.641,positive,unknown,42,1691.69456576671
FOXO1,ULK1,0.464,positive,unknown,42,1691.69456576671
FOXO1,FOXG1,0.762,positive,unknown,42,1691.69456576671
FOXO1,FOXO3,0.955,positive,unknown,42,1691.69456576671
FOXO1,GADD45A,0.705,positive,unknown,42,1691.69456576671
FOXO1,RUNX2,0.68,positive,unknown,42,1691.69456576671
FOXO1,IRS2,0.825,positive,unknown,42,1691.69456576671
FOXO1,ID1,0.438,positive,unknown,42,1691.69456576671
FOXO1,KLF9,0.451,positive,unknown,42,1691.69456576671
FOXO1,CXCR4,0.447,positive,unknown,42,1691.69456576671
FOXO1,IKZF4,0.449,positive,unknown,42,1691.69456576671
FOXO1,IGF1R,0.783,positive,unknown,42,1691.69456576671
FOXO1,BCL2L11,0.874,positive,unknown,42,1691.69456576671
FOXO3,XBP1,0.423,negative,unknown,48,2503.49089159459
FOXO3,SFRP1,0.476,negative,unknown,48,2503.49089159459
FOXO3,BHLHE41,0.407,negative,unknown,48,2503.49089159459
FOXO3,RORA,0.57,negative,unknown,48,2503.49089159459
FOXO3,EGF,0.451,negative,unknown,48,2503.49089159459
FOXO3,KIT,0.407,negative,unknown,48,2503.49089159459
FOXO3,ANXA5,0.523,negative,unknown,48,2503.49089159459
FOXO3,DDIT4,0.416,negative,unknown,48,2503.49089159459
FOXO3,SOX2,0.64,negative,unknown,48,2503.49089159459
FOXO3,ULK1,0.62,negative,unknown,48,2503.49089159459
FOXO3,TNRC6C,0.433,negative,unknown,48,2503.49089159459
FOXO3,FOXG1,0.748,negative,unknown,48,2503.49089159459
FOXO3,RUNX2,0.402,negative,unknown,48,2503.49089159459
FOXO3,CTNNBIP1,0.435,negative,unknown,48,2503.49089159459
FOXO3,TNRC6B,0.435,negative,unknown,48,2503.49089159459
FOXO3,MYOCD,0.471,negative,unknown,48,2503.49089159459
FOXO3,PAX6,0.502,negative,unknown,48,2503.49089159459
FOXO3,MAX,0.627,negative,unknown,48,2503.49089159459
FOXO3,IGF1R,0.674,negative,unknown,48,2503.49089159459
FOXO3,IRS2,0.681,negative,unknown,48,2503.49089159459
FOXO3,GADD45A,0.752,negative,unknown,48,2503.49089159459
FOXO3,FOXO1,0.955,negative,unknown,48,2503.49089159459
FOXO3,BCL2L11,0.984,negative,unknown,48,2503.49089159459
FOXO3,ID1,0.989,negative,unknown,48,2503.49089159459
FREM1,GLI2,0.434,positive,unknown,2,0
FRMD3,ANXA3,0.476,positive,unknown,2,0
FRMD4A,ARL4C,0.437,negative,unknown,2,0
FRZB,SFRP1,0.466,positive,unknown,14,106.998368945878
FRZB,EGF,0.612,positive,unknown,14,106.998368945878
FRZB,SHH,0.438,positive,unknown,14,106.998368945878
FRZB,LPAR1,0.448,positive,unknown,14,106.998368945878
FRZB,RUNX2,0.452,positive,unknown,14,106.998368945878
FRZB,WNT5B,0.595,positive,unknown,14,106.998368945878
FRZB,DKK3,0.657,positive,unknown,14,106.998368945878
FXYD7,ATP1B3,0.499,positive,unknown,4,0
FXYD7,ATP1A2,0.599,positive,unknown,4,0
GABRA5,NTRK2,0.526,negative,unknown,12,332.925128686014
GABRA5,GRIA4,0.53,negative,unknown,12,332.925128686014
GABRA5,OPCML,0.546,negative,unknown,12,332.925128686014
GABRA5,UNC5D,0.403,negative,unknown,12,332.925128686014
GABRA5,GLI2,0.416,negative,unknown,12,332.925128686014
GABRA5,GRIA1,0.552,negative,unknown,12,332.925128686014
GADD45A,GDF15,0.531,negative,unknown,20,731.202900293796
GADD45A,PLK2,0.42,negative,unknown,20,731.202900293796
GADD45A,BTG2,0.714,negative,unknown,20,731.202900293796
GADD45A,ANXA5,0.439,negative,unknown,20,731.202900293796
GADD45A,DDIT4,0.428,negative,unknown,20,731.202900293796
GADD45A,FOXO3,0.752,negative,unknown,20,731.202900293796
GADD45A,RXRA,0.415,negative,unknown,20,731.202900293796
GADD45A,PERP,0.418,negative,unknown,20,731.202900293796
GADD45A,BCL2L11,0.58,negative,unknown,20,731.202900293796
GADD45A,FOXO1,0.705,negative,unknown,20,731.202900293796
GAS1,GLI1,0.586,negative,known,16,1.02881192881193
GAS1,BOC,0.982,negative,known,16,1.02881192881193
GAS1,SHH,0.999,negative,known,16,1.02881192881193
GAS1,GLI2,0.607,negative,known,16,1.02881192881193
GAS1,GLI3,0.633,negative,known,16,1.02881192881193
GAS1,ZIC2,0.727,negative,known,16,1.02881192881193
GAS1,CDON,0.995,negative,known,16,1.02881192881193
GAS1,PTCH1,0.998,negative,known,16,1.02881192881193
GAS2L3,ECT2,0.451,negative,unknown,2,0
GCNT2,B3GALT1,0.417,negative,unknown,2,0
GDF15,HSPB1,0.507,negative,unknown,10,349.62810895413
GDF15,BTG2,0.442,negative,unknown,10,349.62810895413
GDF15,SPON1,0.511,negative,unknown,10,349.62810895413
GDF15,GADD45A,0.531,negative,unknown,10,349.62810895413
GDF15,LGALS3,0.667,negative,unknown,10,349.62810895413
GJA1,VCL,0.795,negative,unknown,34,1613.17247820515
GJA1,CASQ2,0.426,negative,unknown,34,1613.17247820515
GJA1,FGF2,0.601,negative,unknown,34,1613.17247820515
GJA1,EGF,0.644,negative,unknown,34,1613.17247820515
GJA1,CDH11,0.507,negative,unknown,34,1613.17247820515
GJA1,RUNX2,0.418,negative,unknown,34,1613.17247820515
GJA1,PERP,0.457,negative,unknown,34,1613.17247820515
GJA1,STOM,0.474,negative,unknown,34,1613.17247820515
GJA1,SLC1A5,0.485,negative,unknown,34,1613.17247820515
GJA1,KIT,0.496,negative,unknown,34,1613.17247820515
GJA1,NES,0.508,negative,unknown,34,1613.17247820515
GJA1,ATP1A2,0.541,negative,unknown,34,1613.17247820515
GJA1,RRBP1,0.587,negative,unknown,34,1613.17247820515
GJA1,SOX2,0.612,negative,unknown,34,1613.17247820515
GJA1,ACVR2B,0.703,negative,unknown,34,1613.17247820515
GJA1,ZIC3,0.765,negative,unknown,34,1613.17247820515
GJA1,DSP,0.84,negative,unknown,34,1613.17247820515
GLI1,SFRP1,0.691,positive,known,68,1179.4367154916
GLI1,SEM1,0.4,positive,known,68,1179.4367154916
GLI1,HEY1,0.403,positive,known,68,1179.4367154916
GLI1,IGF1R,0.407,positive,known,68,1179.4367154916
GLI1,CXCR4,0.409,positive,known,68,1179.4367154916
GLI1,NKX2-1,0.451,positive,known,68,1179.4367154916
GLI1,FGF2,0.458,positive,known,68,1179.4367154916
GLI1,LRIG1,0.465,positive,known,68,1179.4367154916
GLI1,OTX2,0.468,positive,known,68,1179.4367154916
GLI1,BOC,0.481,positive,known,68,1179.4367154916
GLI1,FOXA2,0.511,positive,known,68,1179.4367154916
GLI1,NOTCH2,0.514,positive,known,68,1179.4367154916
GLI1,KRT17,0.523,positive,known,68,1179.4367154916
GLI1,JAG1,0.524,positive,known,68,1179.4367154916
GLI1,KIT,0.536,positive,known,68,1179.4367154916
GLI1,ASCL1,0.537,positive,known,68,1179.4367154916
GLI1,UBC,0.547,positive,known,68,1179.4367154916
GLI1,CDON,0.552,positive,known,68,1179.4367154916
GLI1,SMAD7,0.577,positive,known,68,1179.4367154916
GLI1,ZNF521,0.577,positive,known,68,1179.4367154916
GLI1,GAS1,0.586,positive,known,68,1179.4367154916
GLI1,NES,0.587,positive,known,68,1179.4367154916
GLI1,PAX6,0.59,positive,known,68,1179.4367154916
GLI1,NKX2-2,0.591,positive,known,68,1179.4367154916
GLI1,EGF,0.614,positive,known,68,1179.4367154916
GLI1,ZIC3,0.642,positive,known,68,1179.4367154916
GLI1,RUNX2,0.689,positive,known,68,1179.4367154916
GLI1,SOX2,0.772,positive,known,68,1179.4367154916
GLI1,ULK3,0.84,positive,known,68,1179.4367154916
GLI1,GLI3,0.923,positive,known,68,1179.4367154916
GLI1,GLI2,0.958,positive,known,68,1179.4367154916
GLI1,STK36,0.966,positive,known,68,1179.4367154916
GLI1,PTCH1,0.978,positive,known,68,1179.4367154916
GLI1,SHH,0.979,positive,known,68,1179.4367154916
GLI2,SFRP1,0.468,negative,known,62,1851.6150178221
GLI2,GLI1,0.958,negative,known,62,1851.6150178221
GLI2,JAG1,0.48,negative,known,62,1851.6150178221
GLI2,NOTCH2,0.431,negative,known,62,1851.6150178221
GLI2,SMAD7,0.568,negative,known,62,1851.6150178221
GLI2,ASCL1,0.404,negative,known,62,1851.6150178221
GLI2,BOC,0.495,negative,known,62,1851.6150178221
GLI2,ZIC3,0.49,negative,known,62,1851.6150178221
GLI2,STK36,0.865,negative,known,62,1851.6150178221
GLI2,SHH,0.975,negative,known,62,1851.6150178221
GLI2,GAS1,0.607,negative,known,62,1851.6150178221
GLI2,SOX2,0.694,negative,known,62,1851.6150178221
GLI2,PTCH1,0.972,negative,known,62,1851.6150178221
GLI2,NKX2-1,0.411,negative,known,62,1851.6150178221
GLI2,DHCR7,0.474,negative,known,62,1851.6150178221
GLI2,ZNF521,0.603,negative,known,62,1851.6150178221
GLI2,NES,0.47,negative,known,62,1851.6150178221
GLI2,RUNX2,0.958,negative,known,62,1851.6150178221
GLI2,ZIC2,0.495,negative,known,62,1851.6150178221
GLI2,NKX2-2,0.528,negative,known,62,1851.6150178221
GLI2,CDON,0.623,negative,known,62,1851.6150178221
GLI2,GLI3,0.941,negative,known,62,1851.6150178221
GLI2,GABRA5,0.416,negative,known,62,1851.6150178221
GLI2,DOCK1,0.41,negative,known,62,1851.6150178221
GLI2,FREM1,0.434,negative,known,62,1851.6150178221
GLI2,SEM1,0.46,negative,known,62,1851.6150178221
GLI2,FOXA2,0.479,negative,known,62,1851.6150178221
GLI2,UBC,0.529,negative,known,62,1851.6150178221
GLI2,PAX6,0.535,negative,known,62,1851.6150178221
GLI2,OTX2,0.555,negative,known,62,1851.6150178221
GLI2,ULK3,0.84,negative,known,62,1851.6150178221
GLI3,TOX3,0.429,negative,known,56,986.171599032479
GLI3,SFRP1,0.433,negative,known,56,986.171599032479
GLI3,GLI1,0.923,negative,known,56,986.171599032479
GLI3,JAG1,0.423,negative,known,56,986.171599032479
GLI3,SMAD7,0.508,negative,known,56,986.171599032479
GLI3,ASCL1,0.433,negative,known,56,986.171599032479
GLI3,BOC,0.544,negative,known,56,986.171599032479
GLI3,ZIC3,0.819,negative,known,56,986.171599032479
GLI3,STK36,0.927,negative,known,56,986.171599032479
GLI3,SHH,0.966,negative,known,56,986.171599032479
GLI3,GAS1,0.633,negative,known,56,986.171599032479
GLI3,SOX2,0.747,negative,known,56,986.171599032479
GLI3,PTCH1,0.989,negative,known,56,986.171599032479
GLI3,FOXG1,0.423,negative,known,56,986.171599032479
GLI3,NKX2-1,0.412,negative,known,56,986.171599032479
GLI3,SMOC1,0.415,negative,known,56,986.171599032479
GLI3,NES,0.448,negative,known,56,986.171599032479
GLI3,RUNX2,0.826,negative,known,56,986.171599032479
GLI3,ZIC2,0.625,negative,known,56,986.171599032479
GLI3,NKX2-2,0.472,negative,known,56,986.171599032479
GLI3,CDON,0.526,negative,known,56,986.171599032479
GLI3,SEM1,0.4,negative,known,56,986.171599032479
GLI3,FOXA2,0.439,negative,known,56,986.171599032479
GLI3,OTX2,0.444,negative,known,56,986.171599032479
GLI3,UBC,0.529,negative,known,56,986.171599032479
GLI3,PAX6,0.6,negative,known,56,986.171599032479
GLI3,ULK3,0.808,negative,known,56,986.171599032479
GLI3,GLI2,0.941,negative,known,56,986.171599032479
GNG11,S1PR1,0.498,negative,unknown,18,1220.96310530535
GNG11,RGS16,0.518,negative,unknown,18,1220.96310530535
GNG11,GRIK3,0.534,negative,unknown,18,1220.96310530535
GNG11,ADRA2B,0.541,negative,unknown,18,1220.96310530535
GNG11,LPAR1,0.611,negative,unknown,18,1220.96310530535
GNG11,RASGRF2,0.653,negative,unknown,18,1220.96310530535
GNG11,HTR1D,0.681,negative,unknown,18,1220.96310530535
GNG11,PREX1,0.901,negative,unknown,18,1220.96310530535
GNG11,CXCR4,0.945,negative,unknown,18,1220.96310530535
GNPTG,ATP2C2,0.52,positive,unknown,4,5.62712345126138
GNPTG,MYORG,0.535,positive,unknown,4,5.62712345126138
GOLGA2,BET1,0.753,negative,unknown,26,1374.95350473899
